3,"SELECT objID, ra, dec, u , err_u, g, err_g, r, err_r, i, err_i, z, err_z into mydb.PhotoObjAllSDSSDR1# from PhotoObjAll"
2019-04-11 10:04:00,1
2019-04-11 13:00:00,1
2019-04-11 15:58:00,1
