261,"SELECT specObjID, dr7ObjID FROM SpecDR7 WHERE specobjid = #"
2019-04-11 05:04:00,1
2019-04-11 05:10:00,2
2019-04-11 05:22:00,1
2019-04-11 05:23:00,2
2019-04-11 05:25:00,2
2019-04-11 05:26:00,1
2019-04-11 05:28:00,2
2019-04-11 05:29:00,2
2019-04-11 05:30:00,1
2019-04-11 05:31:00,3
2019-04-11 05:32:00,4
2019-04-11 05:33:00,4
2019-04-11 05:34:00,1
2019-04-11 05:40:00,1
2019-04-11 05:42:00,2
2019-04-11 05:44:00,1
2019-04-11 05:46:00,1
2019-04-11 05:48:00,2
2019-04-11 05:50:00,1
2019-04-11 05:52:00,2
2019-04-11 05:53:00,1
2019-04-11 05:54:00,2
2019-04-11 05:56:00,3
2019-04-11 05:57:00,2
2019-04-11 05:58:00,1
2019-04-11 07:17:00,1
2019-04-11 07:18:00,1
2019-04-11 07:19:00,2
2019-04-11 07:20:00,2
2019-04-11 07:21:00,2
2019-04-11 07:22:00,1
2019-04-11 07:23:00,2
2019-04-11 07:25:00,1
2019-04-11 07:26:00,1
2019-04-11 07:28:00,1
2019-04-11 07:29:00,2
2019-04-11 07:31:00,1
2019-04-11 07:32:00,2
2019-04-11 07:33:00,2
2019-04-11 07:34:00,1
2019-04-11 07:38:00,1
2019-04-11 07:39:00,4
2019-04-11 07:40:00,1
2019-04-11 07:42:00,2
2019-04-11 07:43:00,1
2019-04-11 07:44:00,1
2019-04-11 07:46:00,2
2019-04-11 07:47:00,1
2019-04-11 07:49:00,2
2019-04-11 07:50:00,2
2019-04-11 07:51:00,2
2019-04-11 07:52:00,1
2019-04-11 07:56:00,1
2019-04-11 07:57:00,1
2019-04-11 07:58:00,2
2019-04-11 07:59:00,1
2019-04-11 08:00:00,2
2019-04-11 08:01:00,1
2019-04-11 08:02:00,2
2019-04-11 08:04:00,1
2019-04-11 08:05:00,1
2019-04-11 08:08:00,2
2019-04-11 08:09:00,1
2019-04-11 08:13:00,3
2019-04-11 08:14:00,1
2019-04-11 08:15:00,1
2019-04-11 08:16:00,2
2019-04-11 08:17:00,2
2019-04-11 08:18:00,2
2019-04-11 08:20:00,3
2019-04-11 08:21:00,1
2019-04-11 08:22:00,1
2019-04-11 08:23:00,1
2019-04-11 08:24:00,3
2019-04-11 08:25:00,2
2019-04-11 08:26:00,3
2019-04-11 08:27:00,3
2019-04-11 08:28:00,2
2019-04-11 08:29:00,1
2019-04-11 08:30:00,1
2019-04-11 08:31:00,2
2019-04-11 08:32:00,1
2019-04-11 08:33:00,1
2019-04-11 08:34:00,2
2019-04-11 08:35:00,2
2019-04-11 08:36:00,1
2019-04-11 08:37:00,1
2019-04-11 08:38:00,1
2019-04-11 08:39:00,1
2019-04-11 08:40:00,2
2019-04-11 08:44:00,3
2019-04-11 08:45:00,2
2019-04-11 08:46:00,1
2019-04-11 08:48:00,2
2019-04-11 08:49:00,3
2019-04-11 08:51:00,2
2019-04-11 08:52:00,1
2019-04-11 08:53:00,2
2019-04-11 08:54:00,2
2019-04-11 08:55:00,2
2019-04-11 08:56:00,1
2019-04-11 08:57:00,1
2019-04-11 08:58:00,2
2019-04-11 08:59:00,1
2019-04-11 09:00:00,1
2019-04-11 09:02:00,2
2019-04-11 09:04:00,3
2019-04-11 09:07:00,1
2019-04-11 09:08:00,1
2019-04-11 09:10:00,1
2019-04-11 09:12:00,2
2019-04-11 09:13:00,2
2019-04-11 09:14:00,1
2019-04-11 09:15:00,2
2019-04-11 09:16:00,2
2019-04-11 09:18:00,2
2019-04-11 09:19:00,1
2019-04-11 09:21:00,2
2019-04-11 09:23:00,1
2019-04-11 09:25:00,2
2019-04-11 09:26:00,2
2019-04-11 09:27:00,1
2019-04-11 09:28:00,1
2019-04-11 09:29:00,1
2019-04-11 09:31:00,2
2019-04-11 09:32:00,2
2019-04-11 09:33:00,2
2019-04-11 09:34:00,2
2019-04-11 09:35:00,1
2019-04-11 09:36:00,2
2019-04-11 09:37:00,1
2019-04-11 09:38:00,1
2019-04-11 09:39:00,1
2019-04-11 09:40:00,1
2019-04-11 09:41:00,1
2019-04-11 09:42:00,1
2019-04-11 09:43:00,1
2019-04-11 09:44:00,2
2019-04-11 09:45:00,1
2019-04-11 09:46:00,1
2019-04-11 09:48:00,1
2019-04-11 09:49:00,3
2019-04-11 09:50:00,2
2019-04-11 09:51:00,1
2019-04-11 09:52:00,1
2019-04-11 09:53:00,1
2019-04-11 09:55:00,1
2019-04-11 09:56:00,2
2019-04-11 09:58:00,1
2019-04-11 09:59:00,1
2019-04-11 10:00:00,3
2019-04-11 10:01:00,2
2019-04-11 10:02:00,2
2019-04-11 10:04:00,1
2019-04-11 10:05:00,2
2019-04-11 10:06:00,2
2019-04-11 10:07:00,3
2019-04-11 10:08:00,3
2019-04-11 10:10:00,1
2019-04-11 10:11:00,2
