11066,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-07-03 00:03:00,2
2019-07-03 00:04:00,2
2019-07-03 00:05:00,20
2019-07-03 00:06:00,31
2019-07-03 00:07:00,16
2019-07-03 00:08:00,2
2019-07-03 00:09:00,3
2019-07-03 00:13:00,2
2019-07-03 00:14:00,2
2019-07-03 00:15:00,19
2019-07-03 00:16:00,21
2019-07-03 00:17:00,6
2019-07-03 00:18:00,15
2019-07-03 00:19:00,6
2019-07-03 00:20:00,29
2019-07-03 00:21:00,18
2019-07-03 00:23:00,2
2019-07-03 00:24:00,2
2019-07-03 00:25:00,18
2019-07-03 00:26:00,4
2019-07-03 00:29:00,3
2019-07-03 00:30:00,29
2019-07-03 00:31:00,18
2019-07-03 00:33:00,2
2019-07-03 00:34:00,2
2019-07-03 00:35:00,18
2019-07-03 00:36:00,4
2019-07-03 00:39:00,3
2019-07-03 00:40:00,29
2019-07-03 00:41:00,18
2019-07-03 00:43:00,2
2019-07-03 00:44:00,2
2019-07-03 00:45:00,18
2019-07-03 00:46:00,4
2019-07-03 00:49:00,3
2019-07-03 00:50:00,29
2019-07-03 00:51:00,18
2019-07-03 00:52:00,4
2019-07-03 00:53:00,4
2019-07-03 00:54:00,3
2019-07-03 00:55:00,18
2019-07-03 00:56:00,4
2019-07-03 00:59:00,3
2019-07-03 01:00:00,25
2019-07-03 01:01:00,16
2019-07-03 01:02:00,3
2019-07-03 01:03:00,4
2019-07-03 01:04:00,3
2019-07-03 01:05:00,18
2019-07-03 01:06:00,4
2019-07-03 01:09:00,3
2019-07-03 01:10:00,25
2019-07-03 01:11:00,16
2019-07-03 01:12:00,3
2019-07-03 01:13:00,4
2019-07-03 01:14:00,3
2019-07-03 01:15:00,18
2019-07-03 01:16:00,6
2019-07-03 01:19:00,3
2019-07-03 01:20:00,25
2019-07-03 01:21:00,16
2019-07-03 01:22:00,3
2019-07-03 01:23:00,4
2019-07-03 01:24:00,3
2019-07-03 01:25:00,18
2019-07-03 01:26:00,4
2019-07-03 01:29:00,1
2019-07-03 01:30:00,27
2019-07-03 01:31:00,16
2019-07-03 01:32:00,3
2019-07-03 01:33:00,4
2019-07-03 01:34:00,1
2019-07-03 01:35:00,16
2019-07-03 01:36:00,10
2019-07-03 01:39:00,1
2019-07-03 01:40:00,27
2019-07-03 01:41:00,16
2019-07-03 01:42:00,3
2019-07-03 01:43:00,4
2019-07-03 01:44:00,1
2019-07-03 01:45:00,17
2019-07-03 01:46:00,7
2019-07-03 01:49:00,1
2019-07-03 01:50:00,27
2019-07-03 01:51:00,16
2019-07-03 01:52:00,3
2019-07-03 01:53:00,4
2019-07-03 01:54:00,1
2019-07-03 01:55:00,19
2019-07-03 01:56:00,7
2019-07-03 01:59:00,1
2019-07-03 02:00:00,28
2019-07-03 02:01:00,16
2019-07-03 02:02:00,3
2019-07-03 02:03:00,4
2019-07-03 02:04:00,1
2019-07-03 02:05:00,17
2019-07-03 02:06:00,7
2019-07-03 02:09:00,1
2019-07-03 02:10:00,27
2019-07-03 02:11:00,16
2019-07-03 02:12:00,3
2019-07-03 02:13:00,5
2019-07-03 02:14:00,1
2019-07-03 02:15:00,17
2019-07-03 02:16:00,7
2019-07-03 02:19:00,1
