122,select * from Field where fieldId=#
2019-07-03 00:08:00,1
2019-07-03 00:36:00,1
2019-07-03 00:41:00,2
2019-07-03 00:45:00,1
2019-07-03 00:49:00,1
2019-07-03 01:12:00,1
2019-07-03 01:35:00,1
2019-07-03 01:38:00,1
2019-07-03 01:39:00,1
2019-07-03 01:49:00,1
2019-07-03 01:50:00,1
2019-07-03 01:54:00,1
2019-07-03 02:00:00,1
2019-07-03 03:03:00,1
2019-07-03 03:21:00,1
2019-07-03 03:25:00,1
2019-07-03 03:44:00,1
2019-07-03 04:26:00,1
2019-07-03 04:31:00,1
2019-07-03 05:51:00,1
2019-07-03 05:52:00,1
2019-07-03 06:01:00,1
2019-07-03 06:15:00,1
2019-07-03 06:16:00,1
2019-07-03 06:18:00,1
2019-07-03 06:24:00,1
2019-07-03 06:51:00,1
2019-07-03 06:58:00,1
2019-07-03 07:19:00,1
2019-07-03 07:22:00,1
2019-07-03 07:26:00,1
2019-07-03 07:29:00,1
2019-07-03 07:52:00,4
2019-07-03 08:17:00,1
2019-07-03 09:03:00,1
2019-07-03 09:29:00,1
2019-07-03 09:37:00,1
2019-07-03 09:39:00,1
2019-07-03 09:40:00,2
2019-07-03 09:46:00,1
2019-07-03 09:49:00,1
2019-07-03 10:05:00,1
2019-07-03 10:24:00,1
2019-07-03 10:37:00,1
2019-07-03 11:01:00,1
2019-07-03 11:33:00,1
2019-07-03 12:01:00,1
2019-07-03 12:41:00,1
2019-07-03 12:56:00,1
2019-07-03 13:00:00,1
2019-07-03 13:18:00,1
2019-07-03 13:21:00,5
2019-07-03 13:25:00,1
2019-07-03 13:29:00,1
2019-07-03 14:02:00,2
2019-07-03 14:06:00,1
2019-07-03 14:16:00,1
2019-07-03 14:27:00,1
2019-07-03 14:35:00,1
2019-07-03 14:48:00,1
2019-07-03 15:01:00,1
2019-07-03 15:28:00,1
2019-07-03 15:29:00,1
2019-07-03 15:32:00,1
2019-07-03 15:51:00,1
2019-07-03 15:57:00,1
2019-07-03 16:05:00,1
2019-07-03 16:09:00,1
2019-07-03 16:52:00,2
2019-07-03 16:55:00,1
2019-07-03 17:23:00,1
2019-07-03 17:36:00,1
2019-07-03 17:38:00,1
2019-07-03 17:50:00,1
2019-07-03 17:56:00,1
2019-07-03 17:57:00,1
2019-07-03 18:13:00,1
2019-07-03 18:50:00,1
2019-07-03 18:53:00,1
2019-07-03 19:01:00,1
2019-07-03 19:06:00,1
2019-07-03 19:07:00,1
2019-07-03 19:14:00,1
2019-07-03 19:16:00,1
2019-07-03 19:21:00,1
2019-07-03 19:24:00,1
2019-07-03 19:54:00,2
2019-07-03 19:58:00,2
2019-07-03 20:08:00,1
2019-07-03 20:17:00,1
2019-07-03 20:24:00,1
2019-07-03 20:27:00,1
2019-07-03 21:06:00,1
2019-07-03 21:24:00,1
2019-07-03 21:29:00,1
2019-07-03 21:34:00,1
2019-07-03 21:37:00,1
2019-07-03 21:39:00,1
2019-07-03 22:10:00,1
2019-07-03 22:19:00,1
2019-07-03 22:27:00,1
2019-07-03 22:53:00,1
2019-07-03 23:00:00,1
2019-07-03 23:02:00,1
2019-07-03 23:06:00,1
2019-07-03 23:15:00,1
2019-07-03 23:19:00,1
2019-07-03 23:28:00,1
2019-07-03 23:46:00,1
