287,select * from Photoz where objid=#
2019-07-03 00:22:00,1
2019-07-03 00:23:00,1
2019-07-03 00:29:00,1
2019-07-03 00:39:00,2
2019-07-03 00:45:00,1
2019-07-03 00:49:00,1
2019-07-03 01:13:00,1
2019-07-03 01:16:00,1
2019-07-03 01:20:00,1
2019-07-03 01:24:00,1
2019-07-03 01:31:00,1
2019-07-03 01:32:00,1
2019-07-03 01:55:00,1
2019-07-03 01:57:00,1
2019-07-03 02:06:00,2
2019-07-03 02:11:00,2
2019-07-03 02:15:00,1
2019-07-03 02:20:00,1
2019-07-03 02:36:00,1
2019-07-03 02:49:00,2
2019-07-03 03:00:00,1
2019-07-03 03:20:00,1
2019-07-03 03:27:00,1
2019-07-03 03:31:00,1
2019-07-03 03:39:00,1
2019-07-03 03:43:00,1
2019-07-03 03:45:00,1
2019-07-03 03:51:00,1
2019-07-03 04:33:00,1
2019-07-03 04:35:00,1
2019-07-03 04:58:00,1
2019-07-03 05:00:00,1
2019-07-03 05:14:00,1
2019-07-03 05:19:00,1
2019-07-03 05:25:00,1
2019-07-03 05:33:00,1
2019-07-03 05:49:00,1
2019-07-03 05:51:00,1
2019-07-03 05:54:00,2
2019-07-03 05:57:00,1
2019-07-03 06:00:00,1
2019-07-03 06:04:00,1
2019-07-03 06:12:00,1
2019-07-03 06:19:00,2
2019-07-03 06:20:00,1
2019-07-03 06:23:00,1
2019-07-03 06:24:00,1
2019-07-03 06:28:00,1
2019-07-03 06:37:00,1
2019-07-03 06:48:00,1
2019-07-03 06:54:00,1
2019-07-03 07:07:00,2
2019-07-03 07:08:00,1
2019-07-03 07:16:00,1
2019-07-03 07:19:00,1
2019-07-03 07:24:00,1
2019-07-03 07:36:00,1
2019-07-03 07:47:00,1
2019-07-03 07:50:00,2
2019-07-03 07:56:00,1
2019-07-03 08:01:00,2
2019-07-03 08:13:00,1
2019-07-03 08:22:00,1
2019-07-03 08:25:00,1
2019-07-03 08:28:00,1
2019-07-03 08:31:00,1
2019-07-03 08:39:00,1
2019-07-03 08:48:00,1
2019-07-03 09:02:00,1
2019-07-03 09:06:00,1
2019-07-03 09:30:00,1
2019-07-03 09:32:00,1
2019-07-03 09:40:00,1
2019-07-03 09:41:00,1
2019-07-03 09:43:00,2
2019-07-03 09:45:00,1
2019-07-03 09:46:00,1
2019-07-03 09:52:00,1
2019-07-03 10:01:00,1
2019-07-03 10:05:00,1
2019-07-03 10:06:00,1
2019-07-03 10:07:00,1
2019-07-03 10:10:00,1
2019-07-03 10:13:00,1
2019-07-03 10:37:00,1
2019-07-03 10:41:00,1
2019-07-03 10:48:00,2
2019-07-03 11:07:00,1
2019-07-03 11:17:00,1
2019-07-03 11:26:00,1
2019-07-03 11:30:00,1
2019-07-03 11:33:00,1
2019-07-03 11:38:00,1
2019-07-03 11:41:00,1
2019-07-03 11:51:00,1
2019-07-03 11:55:00,1
2019-07-03 12:02:00,1
2019-07-03 12:13:00,1
2019-07-03 12:17:00,1
2019-07-03 12:21:00,1
2019-07-03 12:34:00,1
2019-07-03 12:35:00,1
2019-07-03 12:41:00,1
2019-07-03 12:49:00,1
2019-07-03 12:50:00,1
2019-07-03 12:55:00,1
2019-07-03 12:58:00,1
2019-07-03 13:02:00,1
2019-07-03 13:03:00,1
2019-07-03 13:05:00,1
2019-07-03 13:08:00,1
2019-07-03 13:11:00,1
2019-07-03 13:12:00,1
2019-07-03 13:13:00,2
2019-07-03 13:15:00,1
2019-07-03 13:22:00,1
2019-07-03 13:23:00,1
2019-07-03 13:27:00,1
2019-07-03 13:29:00,1
2019-07-03 13:36:00,22
2019-07-03 13:37:00,7
2019-07-03 13:38:00,2
2019-07-03 13:41:00,1
2019-07-03 13:48:00,1
2019-07-03 13:52:00,1
2019-07-03 13:54:00,1
2019-07-03 13:56:00,1
2019-07-03 14:00:00,1
2019-07-03 14:03:00,1
2019-07-03 14:06:00,1
2019-07-03 14:13:00,1
2019-07-03 14:16:00,1
2019-07-03 14:18:00,1
2019-07-03 14:19:00,1
2019-07-03 14:40:00,1
2019-07-03 14:45:00,1
2019-07-03 14:55:00,1
2019-07-03 15:03:00,1
2019-07-03 15:04:00,1
2019-07-03 15:05:00,1
2019-07-03 15:13:00,1
2019-07-03 15:20:00,1
2019-07-03 15:27:00,1
2019-07-03 15:39:00,2
2019-07-03 15:44:00,1
2019-07-03 15:46:00,1
2019-07-03 15:51:00,1
2019-07-03 15:57:00,1
2019-07-03 16:00:00,1
2019-07-03 16:09:00,1
2019-07-03 16:12:00,1
2019-07-03 16:18:00,1
2019-07-03 16:23:00,1
2019-07-03 16:43:00,2
2019-07-03 16:44:00,1
2019-07-03 17:08:00,1
2019-07-03 17:09:00,3
2019-07-03 17:11:00,1
2019-07-03 17:18:00,1
2019-07-03 17:22:00,1
2019-07-03 17:26:00,1
2019-07-03 17:28:00,1
2019-07-03 17:35:00,1
2019-07-03 17:44:00,1
2019-07-03 17:47:00,1
2019-07-03 17:49:00,1
2019-07-03 17:52:00,1
2019-07-03 17:54:00,1
2019-07-03 17:57:00,1
2019-07-03 18:02:00,1
