1039,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=# AND p.camcol=# AND p.field=# AND p.rerun=#)"
2019-07-03 09:03:00,4
2019-07-03 09:04:00,4
2019-07-03 09:05:00,2
2019-07-03 09:06:00,4
2019-07-03 09:07:00,4
2019-07-03 09:08:00,4
2019-07-03 09:09:00,4
2019-07-03 09:10:00,4
2019-07-03 09:11:00,4
2019-07-03 09:12:00,3
2019-07-03 09:13:00,4
2019-07-03 09:14:00,4
2019-07-03 09:15:00,4
2019-07-03 09:16:00,4
2019-07-03 09:17:00,4
2019-07-03 09:18:00,3
2019-07-03 09:19:00,4
2019-07-03 09:20:00,4
2019-07-03 09:21:00,3
2019-07-03 09:22:00,4
2019-07-03 09:23:00,4
2019-07-03 09:24:00,4
2019-07-03 09:25:00,4
2019-07-03 09:26:00,3
2019-07-03 09:27:00,4
2019-07-03 09:28:00,4
2019-07-03 09:29:00,4
2019-07-03 09:30:00,4
2019-07-03 09:31:00,4
2019-07-03 09:32:00,4
2019-07-03 09:33:00,4
2019-07-03 09:34:00,4
2019-07-03 09:35:00,4
2019-07-03 09:36:00,4
2019-07-03 09:37:00,4
2019-07-03 09:38:00,4
2019-07-03 09:39:00,3
2019-07-03 09:40:00,4
2019-07-03 09:41:00,4
2019-07-03 09:42:00,4
2019-07-03 09:43:00,4
2019-07-03 09:44:00,4
2019-07-03 09:45:00,4
2019-07-03 09:46:00,4
2019-07-03 09:47:00,4
2019-07-03 09:48:00,4
2019-07-03 09:49:00,4
2019-07-03 09:50:00,3
2019-07-03 09:51:00,4
2019-07-03 09:52:00,4
2019-07-03 09:53:00,4
2019-07-03 09:54:00,4
2019-07-03 09:55:00,4
2019-07-03 09:56:00,4
2019-07-03 09:57:00,4
2019-07-03 09:58:00,3
2019-07-03 09:59:00,4
2019-07-03 10:00:00,4
2019-07-03 10:01:00,4
2019-07-03 10:02:00,4
2019-07-03 10:03:00,4
2019-07-03 10:04:00,4
2019-07-03 10:05:00,3
2019-07-03 10:06:00,4
2019-07-03 10:07:00,4
2019-07-03 10:08:00,3
2019-07-03 10:09:00,4
2019-07-03 10:10:00,4
2019-07-03 10:11:00,4
2019-07-03 10:12:00,4
2019-07-03 10:13:00,4
2019-07-03 10:14:00,4
2019-07-03 10:15:00,4
2019-07-03 10:16:00,3
2019-07-03 10:17:00,4
2019-07-03 10:18:00,4
2019-07-03 10:19:00,4
2019-07-03 10:20:00,4
2019-07-03 10:21:00,4
2019-07-03 10:22:00,4
2019-07-03 10:23:00,4
2019-07-03 10:24:00,3
2019-07-03 10:25:00,4
2019-07-03 10:26:00,3
2019-07-03 10:27:00,4
2019-07-03 10:28:00,4
2019-07-03 10:29:00,4
2019-07-03 10:30:00,3
2019-07-03 10:31:00,4
2019-07-03 10:32:00,4
2019-07-03 10:33:00,4
2019-07-03 10:34:00,4
2019-07-03 10:35:00,4
2019-07-03 10:36:00,4
2019-07-03 10:37:00,4
2019-07-03 10:38:00,4
2019-07-03 10:39:00,4
2019-07-03 10:40:00,4
2019-07-03 10:41:00,4
2019-07-03 10:42:00,4
2019-07-03 10:43:00,4
2019-07-03 10:44:00,3
2019-07-03 10:45:00,4
2019-07-03 10:46:00,4
2019-07-03 10:47:00,4
2019-07-03 10:48:00,4
2019-07-03 10:49:00,4
2019-07-03 10:50:00,4
2019-07-03 10:51:00,4
2019-07-03 10:52:00,4
2019-07-03 10:53:00,4
2019-07-03 10:54:00,4
2019-07-03 10:55:00,3
2019-07-03 10:56:00,4
2019-07-03 10:57:00,4
2019-07-03 10:58:00,4
2019-07-03 10:59:00,4
2019-07-03 11:00:00,4
2019-07-03 11:01:00,4
2019-07-03 11:02:00,4
2019-07-03 11:03:00,4
2019-07-03 11:04:00,4
2019-07-03 11:05:00,3
2019-07-03 11:06:00,4
2019-07-03 11:07:00,3
2019-07-03 11:08:00,4
2019-07-03 11:09:00,4
2019-07-03 11:10:00,4
2019-07-03 11:11:00,4
2019-07-03 11:12:00,4
2019-07-03 11:13:00,4
2019-07-03 11:14:00,4
2019-07-03 11:15:00,4
2019-07-03 11:16:00,4
2019-07-03 11:17:00,4
2019-07-03 11:18:00,5
2019-07-03 11:19:00,4
2019-07-03 11:20:00,4
2019-07-03 11:21:00,3
2019-07-03 11:22:00,4
2019-07-03 11:23:00,4
2019-07-03 11:24:00,4
2019-07-03 11:25:00,4
2019-07-03 11:26:00,4
2019-07-03 11:27:00,3
2019-07-03 11:28:00,4
2019-07-03 11:29:00,5
2019-07-03 11:30:00,4
2019-07-03 11:31:00,4
2019-07-03 11:32:00,4
2019-07-03 11:33:00,4
2019-07-03 11:34:00,3
2019-07-03 11:35:00,4
2019-07-03 11:36:00,4
2019-07-03 11:37:00,4
2019-07-03 11:38:00,4
2019-07-03 11:39:00,4
2019-07-03 11:40:00,4
2019-07-03 11:41:00,4
2019-07-03 11:42:00,4
2019-07-03 11:43:00,4
2019-07-03 11:44:00,3
2019-07-03 11:45:00,4
2019-07-03 11:46:00,4
2019-07-03 11:47:00,4
2019-07-03 11:48:00,3
2019-07-03 11:49:00,4
2019-07-03 11:50:00,4
2019-07-03 11:51:00,4
2019-07-03 11:52:00,4
2019-07-03 11:53:00,3
2019-07-03 11:54:00,4
2019-07-03 11:55:00,4
2019-07-03 11:56:00,4
2019-07-03 11:57:00,3
2019-07-03 11:58:00,4
2019-07-03 11:59:00,4
2019-07-03 12:00:00,4
2019-07-03 12:01:00,1
2019-07-03 14:29:00,1
2019-07-03 14:30:00,4
2019-07-03 14:31:00,4
2019-07-03 14:32:00,4
2019-07-03 14:33:00,4
2019-07-03 14:34:00,4
2019-07-03 14:35:00,4
2019-07-03 14:36:00,4
2019-07-03 14:37:00,4
2019-07-03 14:38:00,4
2019-07-03 14:39:00,4
2019-07-03 14:40:00,4
2019-07-03 14:41:00,4
2019-07-03 14:42:00,3
2019-07-03 14:43:00,4
2019-07-03 14:44:00,4
2019-07-03 14:45:00,4
2019-07-03 14:46:00,4
2019-07-03 14:47:00,4
2019-07-03 14:48:00,4
2019-07-03 14:49:00,4
2019-07-03 14:50:00,4
2019-07-03 14:51:00,4
2019-07-03 14:52:00,4
2019-07-03 14:53:00,4
2019-07-03 14:54:00,4
2019-07-03 14:55:00,4
2019-07-03 14:56:00,3
2019-07-03 14:57:00,5
2019-07-03 14:58:00,4
2019-07-03 14:59:00,4
2019-07-03 15:00:00,4
2019-07-03 15:01:00,4
2019-07-03 15:02:00,4
2019-07-03 15:03:00,4
2019-07-03 15:04:00,3
2019-07-03 15:05:00,4
2019-07-03 15:06:00,4
2019-07-03 15:07:00,4
2019-07-03 15:08:00,4
2019-07-03 15:09:00,3
2019-07-03 15:10:00,4
2019-07-03 15:11:00,4
2019-07-03 15:12:00,4
2019-07-03 15:13:00,4
2019-07-03 15:14:00,4
2019-07-03 15:15:00,4
2019-07-03 15:16:00,3
2019-07-03 15:17:00,5
2019-07-03 15:18:00,4
2019-07-03 15:19:00,4
2019-07-03 15:20:00,4
2019-07-03 15:21:00,4
2019-07-03 15:22:00,4
2019-07-03 15:23:00,4
2019-07-03 15:24:00,4
2019-07-03 15:25:00,4
2019-07-03 15:26:00,4
2019-07-03 15:27:00,4
2019-07-03 15:28:00,4
2019-07-03 15:29:00,4
2019-07-03 15:30:00,4
2019-07-03 15:31:00,4
2019-07-03 15:32:00,4
2019-07-03 15:33:00,3
2019-07-03 15:34:00,5
2019-07-03 15:35:00,4
2019-07-03 15:36:00,4
2019-07-03 15:37:00,4
2019-07-03 15:38:00,4
2019-07-03 15:39:00,4
2019-07-03 15:40:00,4
2019-07-03 15:41:00,4
2019-07-03 15:42:00,4
2019-07-03 15:43:00,4
2019-07-03 15:44:00,4
2019-07-03 15:45:00,4
2019-07-03 15:46:00,4
2019-07-03 15:47:00,4
2019-07-03 15:48:00,4
2019-07-03 15:49:00,4
2019-07-03 15:50:00,4
2019-07-03 15:51:00,4
2019-07-03 15:52:00,4
2019-07-03 15:53:00,3
2019-07-03 15:54:00,3
2019-07-03 15:55:00,4
2019-07-03 15:56:00,4
2019-07-03 15:57:00,4
2019-07-03 15:58:00,2
