1996,select * from PhotoTag where objId=#
2019-07-03 00:04:00,3
2019-07-03 00:05:00,2
2019-07-03 00:06:00,6
2019-07-03 00:08:00,2
2019-07-03 00:10:00,2
2019-07-03 00:11:00,4
2019-07-03 00:12:00,2
2019-07-03 00:13:00,1
2019-07-03 00:15:00,2
2019-07-03 00:17:00,1
2019-07-03 00:18:00,1
2019-07-03 00:19:00,1
2019-07-03 00:20:00,1
2019-07-03 00:21:00,3
2019-07-03 00:22:00,2
2019-07-03 00:23:00,1
2019-07-03 00:24:00,1
2019-07-03 00:26:00,3
2019-07-03 00:27:00,2
2019-07-03 00:28:00,2
2019-07-03 00:29:00,2
2019-07-03 00:30:00,1
2019-07-03 00:31:00,1
2019-07-03 00:32:00,2
2019-07-03 00:33:00,3
2019-07-03 00:34:00,1
2019-07-03 00:35:00,3
2019-07-03 00:36:00,2
2019-07-03 00:37:00,1
2019-07-03 00:39:00,2
2019-07-03 00:40:00,3
2019-07-03 00:41:00,2
2019-07-03 00:42:00,1
2019-07-03 00:45:00,2
2019-07-03 00:46:00,2
2019-07-03 00:47:00,2
2019-07-03 00:48:00,2
2019-07-03 00:49:00,2
2019-07-03 00:53:00,1
2019-07-03 00:54:00,2
2019-07-03 00:57:00,2
2019-07-03 00:58:00,2
2019-07-03 00:59:00,1
2019-07-03 01:00:00,2
2019-07-03 01:01:00,2
2019-07-03 01:02:00,2
2019-07-03 01:03:00,2
2019-07-03 01:05:00,2
2019-07-03 01:06:00,3
2019-07-03 01:07:00,2
2019-07-03 01:08:00,1
2019-07-03 01:10:00,1
2019-07-03 01:11:00,2
2019-07-03 01:12:00,2
2019-07-03 01:13:00,1
2019-07-03 01:15:00,1
2019-07-03 01:16:00,2
2019-07-03 01:20:00,1
2019-07-03 01:21:00,1
2019-07-03 01:22:00,1
2019-07-03 01:23:00,3
2019-07-03 01:26:00,2
2019-07-03 01:27:00,1
2019-07-03 01:28:00,1
2019-07-03 01:29:00,1
2019-07-03 01:30:00,1
2019-07-03 01:31:00,2
2019-07-03 01:32:00,1
2019-07-03 01:34:00,2
2019-07-03 01:35:00,1
2019-07-03 01:36:00,1
2019-07-03 01:37:00,2
2019-07-03 01:39:00,1
2019-07-03 01:40:00,2
2019-07-03 01:42:00,3
2019-07-03 01:43:00,2
2019-07-03 01:44:00,2
2019-07-03 01:45:00,1
2019-07-03 01:46:00,2
2019-07-03 01:47:00,1
2019-07-03 01:50:00,2
2019-07-03 01:51:00,3
2019-07-03 01:52:00,2
2019-07-03 01:54:00,1
2019-07-03 01:56:00,2
2019-07-03 01:57:00,1
2019-07-03 01:58:00,2
2019-07-03 01:59:00,2
2019-07-03 02:01:00,2
2019-07-03 02:02:00,1
2019-07-03 02:03:00,1
2019-07-03 02:05:00,2
2019-07-03 02:06:00,1
2019-07-03 02:09:00,2
2019-07-03 02:10:00,1
2019-07-03 02:11:00,2
2019-07-03 02:12:00,1
2019-07-03 02:13:00,4
2019-07-03 02:14:00,2
2019-07-03 02:15:00,2
2019-07-03 02:16:00,1
2019-07-03 02:17:00,1
2019-07-03 02:18:00,1
2019-07-03 02:19:00,2
2019-07-03 02:20:00,1
2019-07-03 02:21:00,1
2019-07-03 02:22:00,1
2019-07-03 02:25:00,1
2019-07-03 02:26:00,1
2019-07-03 02:27:00,1
2019-07-03 02:28:00,1
2019-07-03 02:29:00,2
2019-07-03 02:30:00,1
2019-07-03 02:31:00,1
2019-07-03 02:33:00,1
2019-07-03 02:34:00,2
2019-07-03 02:36:00,2
2019-07-03 02:37:00,1
2019-07-03 02:38:00,2
2019-07-03 02:39:00,1
2019-07-03 02:40:00,2
2019-07-03 02:41:00,1
2019-07-03 02:42:00,1
2019-07-03 02:43:00,1
2019-07-03 02:44:00,1
2019-07-03 02:45:00,1
2019-07-03 02:46:00,1
2019-07-03 02:47:00,1
2019-07-03 02:48:00,3
2019-07-03 02:51:00,1
2019-07-03 02:53:00,1
2019-07-03 02:54:00,2
2019-07-03 02:56:00,1
2019-07-03 02:57:00,2
2019-07-03 02:58:00,1
2019-07-03 02:59:00,3
2019-07-03 03:01:00,1
2019-07-03 03:03:00,2
2019-07-03 03:04:00,2
2019-07-03 03:05:00,1
2019-07-03 03:08:00,2
2019-07-03 03:09:00,2
2019-07-03 03:10:00,1
2019-07-03 03:12:00,2
2019-07-03 03:13:00,1
2019-07-03 03:14:00,1
2019-07-03 03:15:00,1
2019-07-03 03:16:00,1
2019-07-03 03:17:00,1
2019-07-03 03:19:00,1
2019-07-03 03:22:00,3
2019-07-03 03:23:00,1
2019-07-03 03:24:00,1
2019-07-03 03:28:00,2
2019-07-03 03:29:00,4
2019-07-03 03:30:00,4
2019-07-03 03:31:00,2
2019-07-03 03:32:00,2
2019-07-03 03:33:00,4
2019-07-03 03:34:00,2
2019-07-03 03:35:00,1
2019-07-03 03:36:00,1
2019-07-03 03:39:00,1
2019-07-03 03:42:00,1
2019-07-03 03:43:00,3
2019-07-03 03:47:00,2
2019-07-03 03:51:00,1
2019-07-03 03:52:00,1
2019-07-03 03:53:00,1
2019-07-03 03:54:00,4
2019-07-03 03:56:00,1
2019-07-03 03:57:00,1
2019-07-03 03:59:00,1
2019-07-03 04:01:00,1
2019-07-03 04:03:00,3
2019-07-03 04:04:00,1
2019-07-03 04:08:00,1
2019-07-03 04:09:00,1
2019-07-03 04:11:00,2
2019-07-03 04:12:00,4
2019-07-03 04:14:00,2
2019-07-03 04:15:00,1
2019-07-03 04:16:00,3
2019-07-03 04:17:00,2
2019-07-03 04:19:00,2
2019-07-03 04:20:00,2
2019-07-03 04:21:00,1
2019-07-03 04:22:00,1
2019-07-03 04:24:00,3
2019-07-03 04:25:00,2
2019-07-03 04:26:00,2
2019-07-03 04:27:00,4
2019-07-03 04:29:00,1
2019-07-03 04:30:00,3
2019-07-03 04:31:00,1
2019-07-03 04:32:00,1
2019-07-03 04:33:00,3
2019-07-03 04:35:00,1
2019-07-03 04:36:00,1
2019-07-03 04:38:00,3
2019-07-03 04:40:00,2
2019-07-03 04:43:00,2
2019-07-03 04:44:00,3
2019-07-03 04:46:00,2
2019-07-03 04:48:00,1
2019-07-03 04:50:00,2
2019-07-03 04:51:00,1
2019-07-03 04:53:00,2
2019-07-03 04:54:00,2
2019-07-03 04:55:00,3
2019-07-03 04:57:00,4
2019-07-03 04:58:00,1
2019-07-03 04:59:00,1
2019-07-03 05:00:00,2
2019-07-03 05:01:00,1
2019-07-03 05:02:00,3
2019-07-03 05:03:00,1
2019-07-03 05:04:00,1
2019-07-03 05:05:00,3
2019-07-03 05:06:00,1
2019-07-03 05:07:00,2
2019-07-03 05:08:00,2
2019-07-03 05:09:00,1
2019-07-03 05:10:00,2
2019-07-03 05:11:00,1
2019-07-03 05:14:00,2
2019-07-03 05:17:00,3
2019-07-03 05:18:00,2
2019-07-03 05:19:00,1
2019-07-03 05:21:00,2
2019-07-03 05:22:00,1
2019-07-03 05:26:00,2
2019-07-03 05:27:00,1
2019-07-03 05:28:00,1
2019-07-03 05:29:00,1
2019-07-03 05:30:00,2
2019-07-03 05:31:00,3
2019-07-03 05:32:00,1
2019-07-03 05:33:00,1
2019-07-03 05:34:00,1
2019-07-03 05:35:00,1
2019-07-03 05:36:00,2
2019-07-03 05:37:00,2
2019-07-03 05:38:00,2
2019-07-03 05:39:00,1
2019-07-03 05:40:00,1
2019-07-03 05:41:00,2
2019-07-03 05:42:00,1
2019-07-03 05:43:00,1
2019-07-03 05:46:00,3
2019-07-03 05:47:00,2
2019-07-03 05:48:00,1
2019-07-03 05:51:00,8
2019-07-03 05:52:00,18
2019-07-03 05:53:00,11
2019-07-03 05:54:00,1
2019-07-03 05:56:00,1
2019-07-03 05:57:00,2
2019-07-03 05:58:00,2
2019-07-03 06:00:00,1
2019-07-03 06:02:00,2
2019-07-03 06:03:00,1
2019-07-03 06:04:00,2
2019-07-03 06:05:00,1
2019-07-03 06:06:00,1
2019-07-03 06:08:00,2
2019-07-03 06:09:00,2
2019-07-03 06:10:00,4
2019-07-03 06:11:00,1
2019-07-03 06:16:00,3
2019-07-03 06:20:00,2
2019-07-03 06:21:00,3
2019-07-03 06:22:00,1
2019-07-03 06:23:00,1
2019-07-03 06:25:00,2
2019-07-03 06:26:00,1
2019-07-03 06:27:00,1
2019-07-03 06:28:00,1
2019-07-03 06:29:00,4
2019-07-03 06:30:00,1
2019-07-03 06:33:00,4
2019-07-03 06:35:00,2
2019-07-03 06:38:00,1
2019-07-03 06:39:00,1
2019-07-03 06:40:00,3
2019-07-03 06:41:00,1
2019-07-03 06:42:00,1
2019-07-03 06:44:00,1
2019-07-03 06:47:00,2
2019-07-03 06:48:00,2
2019-07-03 06:49:00,2
2019-07-03 06:52:00,1
2019-07-03 06:53:00,2
2019-07-03 06:54:00,1
2019-07-03 06:55:00,1
2019-07-03 06:56:00,1
2019-07-03 06:57:00,1
2019-07-03 06:59:00,2
2019-07-03 07:00:00,1
2019-07-03 07:02:00,1
2019-07-03 07:03:00,1
2019-07-03 07:06:00,2
2019-07-03 07:08:00,2
2019-07-03 07:09:00,2
2019-07-03 07:11:00,1
2019-07-03 07:12:00,1
2019-07-03 07:13:00,1
2019-07-03 07:14:00,2
2019-07-03 07:15:00,1
2019-07-03 07:18:00,1
2019-07-03 07:19:00,3
2019-07-03 07:20:00,2
2019-07-03 07:22:00,1
2019-07-03 07:23:00,2
2019-07-03 07:24:00,1
2019-07-03 07:26:00,2
2019-07-03 07:27:00,3
2019-07-03 07:29:00,1
2019-07-03 07:30:00,3
2019-07-03 07:31:00,1
2019-07-03 07:33:00,1
2019-07-03 07:34:00,4
2019-07-03 07:35:00,2
2019-07-03 07:36:00,2
2019-07-03 07:37:00,1
2019-07-03 07:41:00,1
2019-07-03 07:42:00,1
2019-07-03 07:43:00,2
2019-07-03 07:45:00,2
2019-07-03 07:46:00,1
2019-07-03 07:47:00,1
2019-07-03 07:48:00,4
2019-07-03 07:50:00,3
2019-07-03 07:51:00,1
2019-07-03 07:52:00,1
2019-07-03 07:54:00,1
2019-07-03 07:57:00,2
2019-07-03 07:58:00,2
2019-07-03 07:59:00,3
2019-07-03 08:00:00,1
2019-07-03 08:04:00,2
2019-07-03 08:05:00,1
2019-07-03 08:06:00,1
2019-07-03 08:07:00,5
2019-07-03 08:08:00,1
2019-07-03 08:10:00,1
2019-07-03 08:12:00,1
2019-07-03 08:13:00,1
2019-07-03 08:14:00,4
2019-07-03 08:15:00,1
2019-07-03 08:16:00,2
2019-07-03 08:19:00,2
2019-07-03 08:20:00,1
2019-07-03 08:22:00,2
2019-07-03 08:24:00,2
2019-07-03 08:25:00,1
2019-07-03 08:26:00,1
2019-07-03 08:27:00,1
2019-07-03 08:28:00,1
2019-07-03 08:29:00,1
2019-07-03 08:30:00,3
2019-07-03 08:32:00,1
2019-07-03 08:34:00,1
2019-07-03 08:35:00,1
2019-07-03 08:37:00,1
2019-07-03 08:39:00,1
2019-07-03 08:40:00,4
2019-07-03 08:41:00,4
2019-07-03 08:42:00,1
2019-07-03 08:43:00,1
2019-07-03 08:44:00,1
2019-07-03 08:45:00,3
2019-07-03 08:46:00,2
2019-07-03 08:47:00,2
2019-07-03 08:49:00,2
2019-07-03 08:50:00,2
2019-07-03 08:52:00,2
2019-07-03 08:53:00,1
2019-07-03 08:54:00,1
2019-07-03 08:55:00,2
2019-07-03 08:56:00,2
2019-07-03 08:57:00,1
2019-07-03 08:58:00,1
2019-07-03 08:59:00,1
2019-07-03 09:02:00,1
2019-07-03 09:03:00,1
2019-07-03 09:04:00,1
2019-07-03 09:05:00,2
2019-07-03 09:07:00,2
2019-07-03 09:08:00,1
2019-07-03 09:09:00,3
2019-07-03 09:29:00,1
2019-07-03 09:30:00,1
2019-07-03 09:33:00,2
2019-07-03 09:35:00,2
2019-07-03 09:38:00,2
2019-07-03 09:39:00,1
2019-07-03 09:40:00,3
2019-07-03 09:42:00,1
2019-07-03 09:43:00,2
2019-07-03 09:44:00,1
2019-07-03 09:45:00,2
2019-07-03 09:46:00,1
2019-07-03 09:47:00,2
2019-07-03 09:48:00,2
2019-07-03 09:52:00,3
