12,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-07-03 14:33:00,1
2019-07-03 14:39:00,1
2019-07-03 14:45:00,1
2019-07-03 14:47:00,1
2019-07-03 14:50:00,1
2019-07-03 14:54:00,1
2019-07-03 14:55:00,1
2019-07-03 15:01:00,1
2019-07-03 15:03:00,1
2019-07-03 15:06:00,1
2019-07-03 15:09:00,1
2019-07-03 15:14:00,1
