128,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-07-03 08:31:00,2
2019-07-03 08:32:00,1
2019-07-03 08:33:00,1
2019-07-03 08:34:00,1
2019-07-03 08:35:00,2
2019-07-03 09:30:00,1
2019-07-03 09:31:00,1
2019-07-03 11:02:00,1
2019-07-03 11:03:00,1
2019-07-03 11:04:00,2
2019-07-03 11:05:00,25
2019-07-03 11:06:00,15
2019-07-03 11:07:00,1
2019-07-03 11:08:00,1
2019-07-03 11:09:00,2
2019-07-03 11:10:00,1
2019-07-03 11:11:00,1
2019-07-03 11:12:00,1
2019-07-03 11:13:00,1
2019-07-03 11:14:00,1
2019-07-03 11:15:00,2
2019-07-03 11:16:00,1
2019-07-03 11:17:00,1
2019-07-03 11:18:00,1
2019-07-03 11:19:00,1
2019-07-03 11:20:00,1
2019-07-03 11:21:00,1
2019-07-03 11:22:00,1
2019-07-03 11:23:00,1
2019-07-03 11:24:00,1
2019-07-03 11:25:00,1
2019-07-03 11:26:00,1
2019-07-03 11:27:00,1
2019-07-03 11:28:00,1
2019-07-03 11:29:00,1
2019-07-03 11:30:00,1
2019-07-03 11:31:00,2
2019-07-03 11:32:00,1
2019-07-03 11:33:00,1
2019-07-03 11:34:00,1
2019-07-03 11:35:00,1
2019-07-03 11:36:00,1
2019-07-03 11:37:00,1
2019-07-03 11:38:00,2
2019-07-03 11:39:00,1
2019-07-03 11:40:00,1
2019-07-03 11:41:00,1
2019-07-03 11:42:00,1
2019-07-03 11:43:00,1
2019-07-03 11:44:00,1
2019-07-03 12:02:00,1
2019-07-03 12:03:00,1
2019-07-03 12:04:00,1
2019-07-03 12:05:00,3
2019-07-03 12:31:00,1
2019-07-03 12:32:00,1
2019-07-03 12:33:00,1
2019-07-03 12:34:00,2
2019-07-03 12:35:00,10
2019-07-03 12:36:00,1
2019-07-03 12:37:00,1
2019-07-03 12:38:00,1
2019-07-03 12:39:00,1
2019-07-03 12:40:00,1
2019-07-03 12:41:00,2
2019-07-03 12:42:00,1
2019-07-03 15:01:00,2
2019-07-03 15:31:00,1
2019-07-03 17:31:00,1
