10,"select s.plate, s.mjd, s.fiberid,spp.TEFFADOP,spp.LOGGADOP,spp.FEHADOP,s.subclass,spp.snr FROM SpecObjAll as s, SpecPhotoAll as ph, sppParams as spp where s.SPECOBJID=spp.SPECOBJID   and spp.SPECOBJID= ph.specObjID and  s.plate=&&& and s.mjd=&&& and s.fiberid=&&&"
2019-01-04 01:46:00,1
2019-01-04 01:47:00,1
2019-01-04 01:48:00,1
2019-01-04 01:50:00,1
2019-01-04 01:52:00,2
2019-01-04 01:54:00,1
2019-01-04 01:56:00,1
2019-01-04 01:59:00,2
