1394,"SELECT  &&& + cast(p.apstar_id as varchar(#)) + &&& + cast(p.apstar_id as varchar(#)) + &&& as apstar_id,    p.apogee_id,p.ra, p.dec, p.glon, p.glat,    p.vhelio_avg,p.vscatter,    a.teff,a.logg,a.metals    FROM apogeeStar p    JOIN fGetNearbyApogeeStarEq(#,#,#) n on p.apstar_id=n.apstar_id    JOIN aspcapStar a on a.apstar_id = p.apstar_id"
2019-01-04 00:01:00,3
2019-01-04 00:05:00,8
2019-01-04 00:11:00,3
2019-01-04 00:15:00,6
2019-01-04 00:21:00,3
2019-01-04 00:25:00,6
2019-01-04 00:31:00,3
2019-01-04 00:35:00,6
2019-01-04 00:41:00,3
2019-01-04 00:45:00,6
2019-01-04 00:51:00,3
2019-01-04 00:55:00,8
2019-01-04 01:01:00,3
2019-01-04 01:05:00,8
2019-01-04 01:11:00,3
2019-01-04 01:15:00,6
2019-01-04 01:21:00,3
2019-01-04 01:25:00,7
2019-01-04 01:31:00,3
2019-01-04 01:35:00,8
2019-01-04 01:41:00,3
2019-01-04 01:45:00,6
2019-01-04 01:51:00,3
2019-01-04 01:55:00,6
2019-01-04 02:01:00,3
2019-01-04 02:05:00,8
2019-01-04 02:11:00,3
2019-01-04 02:15:00,6
2019-01-04 02:21:00,3
2019-01-04 02:25:00,6
2019-01-04 02:31:00,3
2019-01-04 02:35:00,6
2019-01-04 02:41:00,3
2019-01-04 02:45:00,6
2019-01-04 02:51:00,3
2019-01-04 02:55:00,6
2019-01-04 03:01:00,3
2019-01-04 03:05:00,6
2019-01-04 03:11:00,3
2019-01-04 03:15:00,6
2019-01-04 03:21:00,3
2019-01-04 03:25:00,7
2019-01-04 03:31:00,3
2019-01-04 03:35:00,6
2019-01-04 03:41:00,3
2019-01-04 03:45:00,6
2019-01-04 03:51:00,3
2019-01-04 03:55:00,4
2019-01-04 03:56:00,2
2019-01-04 04:01:00,3
2019-01-04 04:05:00,4
2019-01-04 04:06:00,2
2019-01-04 04:11:00,3
2019-01-04 04:15:00,4
2019-01-04 04:16:00,2
2019-01-04 04:21:00,3
2019-01-04 04:25:00,4
2019-01-04 04:26:00,2
2019-01-04 04:32:00,3
2019-01-04 04:35:00,4
2019-01-04 04:36:00,2
2019-01-04 04:42:00,3
2019-01-04 04:45:00,4
2019-01-04 04:46:00,2
2019-01-04 04:52:00,3
2019-01-04 04:55:00,4
2019-01-04 04:56:00,2
2019-01-04 05:02:00,3
2019-01-04 05:05:00,4
2019-01-04 05:06:00,2
2019-01-04 05:12:00,3
2019-01-04 05:15:00,4
2019-01-04 05:16:00,2
2019-01-04 05:22:00,3
