12,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-01-04 01:20:00,1
2019-01-04 04:45:00,1
2019-01-04 15:38:00,1
2019-01-04 15:42:00,1
2019-01-04 17:30:00,1
2019-01-04 21:34:00,1
2019-01-04 21:38:00,1
2019-01-04 21:42:00,1
2019-01-04 21:45:00,1
2019-01-04 21:47:00,1
2019-01-04 22:52:00,1
2019-01-04 22:54:00,1
