150,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-07-13 01:14:00,4
2019-07-13 01:15:00,2
2019-07-13 01:16:00,10
2019-07-13 01:17:00,8
2019-07-13 01:18:00,2
2019-07-13 05:31:00,6
2019-07-13 07:50:00,4
2019-07-13 09:06:00,6
2019-07-13 09:07:00,4
2019-07-13 09:08:00,6
2019-07-13 09:09:00,6
2019-07-13 09:10:00,4
2019-07-13 09:11:00,6
2019-07-13 09:12:00,8
2019-07-13 09:13:00,4
2019-07-13 09:14:00,2
2019-07-13 09:15:00,4
2019-07-13 09:16:00,4
2019-07-13 09:17:00,4
2019-07-13 09:18:00,2
2019-07-13 09:19:00,2
2019-07-13 09:20:00,8
2019-07-13 09:21:00,4
2019-07-13 09:22:00,4
2019-07-13 09:23:00,6
2019-07-13 09:24:00,4
2019-07-13 09:25:00,4
2019-07-13 09:26:00,1
2019-07-13 09:27:00,2
2019-07-13 09:28:00,3
2019-07-13 09:29:00,4
2019-07-13 09:30:00,4
2019-07-13 09:31:00,4
2019-07-13 09:32:00,4
