4,"SELECT p.objId,p.ra,p.dec,p.petror9#_r, p.dered_u as u,         p.dered_g as g, p.dered_r as r, p.dered_i as i,         s.z, z.spiral, z.elliptical, z.uncertain FROM galaxy AS p     JOIN SpecObj AS s ON s.bestobjid = p.objid     JOIN zooSpec AS z ON z.objid = p.objid WHERE p.ra between # and #     and s.z between # and #"
2019-07-13 14:54:00,1
2019-07-13 14:55:00,2
2019-07-13 14:56:00,1
