341,select * from stellarMassStarformingPort where specObjId=#
2019-07-13 02:56:00,1
2019-07-13 04:09:00,1
2019-07-13 06:13:00,1
2019-07-13 07:31:00,1
2019-07-13 08:04:00,1
2019-07-13 08:09:00,1
2019-07-13 08:47:00,1
2019-07-13 09:07:00,1
2019-07-13 09:34:00,1
2019-07-13 10:14:00,1
2019-07-13 10:37:00,1
2019-07-13 11:19:00,1
2019-07-13 11:22:00,1
2019-07-13 12:57:00,1
2019-07-13 15:02:00,1
2019-07-13 15:03:00,1
2019-07-13 15:04:00,1
2019-07-13 15:05:00,1
2019-07-13 15:06:00,1
2019-07-13 15:07:00,1
2019-07-13 15:08:00,1
2019-07-13 15:09:00,1
2019-07-13 15:10:00,1
2019-07-13 15:11:00,2
2019-07-13 15:12:00,1
2019-07-13 15:13:00,1
2019-07-13 15:14:00,1
2019-07-13 15:15:00,1
2019-07-13 15:16:00,1
2019-07-13 15:17:00,1
2019-07-13 15:18:00,1
2019-07-13 15:19:00,1
2019-07-13 15:20:00,1
2019-07-13 15:21:00,1
2019-07-13 15:22:00,2
2019-07-13 15:23:00,1
2019-07-13 15:24:00,1
2019-07-13 15:25:00,1
2019-07-13 15:26:00,1
2019-07-13 15:27:00,1
2019-07-13 15:28:00,1
2019-07-13 15:29:00,1
2019-07-13 15:31:00,1
2019-07-13 15:32:00,2
2019-07-13 15:33:00,1
2019-07-13 15:34:00,1
2019-07-13 15:35:00,1
2019-07-13 15:36:00,1
2019-07-13 15:37:00,1
2019-07-13 15:38:00,1
2019-07-13 15:39:00,1
2019-07-13 15:40:00,1
2019-07-13 15:41:00,1
2019-07-13 15:42:00,2
2019-07-13 15:43:00,1
2019-07-13 15:44:00,1
2019-07-13 15:45:00,1
2019-07-13 15:46:00,1
2019-07-13 15:47:00,1
2019-07-13 15:48:00,1
2019-07-13 15:49:00,1
2019-07-13 15:50:00,1
2019-07-13 15:51:00,1
2019-07-13 15:52:00,1
2019-07-13 15:53:00,2
2019-07-13 15:54:00,1
2019-07-13 15:55:00,1
2019-07-13 15:56:00,1
2019-07-13 15:57:00,1
2019-07-13 15:58:00,1
2019-07-13 15:59:00,1
2019-07-13 16:01:00,1
2019-07-13 16:02:00,1
2019-07-13 16:03:00,1
2019-07-13 16:04:00,1
2019-07-13 16:05:00,1
2019-07-13 16:06:00,1
2019-07-13 16:07:00,1
2019-07-13 16:08:00,2
2019-07-13 16:09:00,1
2019-07-13 16:10:00,1
2019-07-13 16:11:00,1
2019-07-13 16:12:00,1
2019-07-13 16:13:00,1
2019-07-13 16:14:00,1
2019-07-13 16:15:00,1
2019-07-13 16:16:00,1
2019-07-13 16:17:00,2
2019-07-13 16:18:00,1
2019-07-13 16:19:00,1
2019-07-13 16:20:00,1
2019-07-13 16:21:00,1
2019-07-13 16:22:00,1
2019-07-13 16:23:00,1
2019-07-13 16:24:00,1
2019-07-13 16:25:00,1
2019-07-13 16:26:00,1
2019-07-13 16:27:00,1
2019-07-13 16:28:00,2
2019-07-13 16:30:00,1
2019-07-13 16:31:00,1
2019-07-13 16:32:00,1
2019-07-13 16:33:00,1
2019-07-13 16:34:00,1
2019-07-13 16:35:00,1
2019-07-13 16:36:00,1
2019-07-13 16:37:00,1
2019-07-13 16:38:00,1
2019-07-13 16:39:00,1
2019-07-13 16:40:00,1
2019-07-13 16:41:00,2
2019-07-13 16:42:00,1
2019-07-13 16:43:00,1
2019-07-13 16:44:00,1
2019-07-13 16:45:00,1
2019-07-13 16:46:00,1
2019-07-13 16:47:00,1
2019-07-13 16:48:00,1
2019-07-13 16:49:00,1
2019-07-13 16:50:00,1
2019-07-13 16:51:00,1
2019-07-13 16:52:00,2
2019-07-13 16:53:00,1
2019-07-13 16:54:00,1
2019-07-13 16:55:00,1
2019-07-13 16:56:00,1
2019-07-13 16:57:00,1
2019-07-13 16:58:00,1
2019-07-13 16:59:00,1
2019-07-13 17:00:00,1
2019-07-13 17:01:00,2
2019-07-13 17:02:00,1
2019-07-13 17:03:00,1
2019-07-13 17:04:00,1
2019-07-13 17:05:00,1
2019-07-13 17:06:00,1
2019-07-13 17:07:00,1
2019-07-13 17:08:00,1
2019-07-13 17:09:00,1
2019-07-13 17:10:00,2
2019-07-13 17:11:00,1
