12,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-07-13 13:55:00,1
2019-07-13 14:05:00,1
2019-07-13 14:09:00,1
2019-07-13 14:13:00,1
2019-07-13 14:15:00,1
2019-07-13 14:19:00,1
2019-07-13 14:22:00,1
2019-07-13 14:26:00,1
2019-07-13 14:28:00,1
2019-07-13 14:31:00,1
2019-07-13 14:33:00,1
2019-07-13 14:41:00,1
