2,"SELECT starname,utc-obs,fcjd,jd,time,mjd,rv,keep,offseterror FROM marvelsVelocityCurveUF1D WHERE starname LIKE &&&"
2019-07-13 10:52:00,1
2019-07-13 10:53:00,1
