9,"select top # p.objid, p.ra, p.dec from star p"
2019-07-13 17:28:00,1
2019-07-13 17:37:00,1
2019-07-13 17:42:00,1
2019-07-13 17:43:00,2
2019-07-13 17:49:00,3
2019-07-13 17:50:00,1
