35,select * from SpecObjAll where specObjId=#
2019-11-25 00:42:00,1
2019-11-25 04:01:00,1
2019-11-25 04:10:00,1
2019-11-25 07:41:00,1
2019-11-25 08:14:00,1
2019-11-25 08:15:00,1
2019-11-25 11:58:00,4
2019-11-25 11:59:00,4
2019-11-25 12:00:00,3
2019-11-25 12:01:00,3
2019-11-25 12:02:00,3
2019-11-25 13:07:00,1
2019-11-25 13:20:00,1
2019-11-25 15:24:00,1
2019-11-25 15:26:00,1
2019-11-25 17:24:00,1
2019-11-25 17:36:00,1
2019-11-25 19:14:00,1
2019-11-25 19:57:00,2
2019-11-25 19:58:00,1
2019-11-25 21:55:00,1
2019-11-25 22:05:00,1
