6,"select SpecObjAll.z, SpecObjAll.ra, SpecObjAll.dec from SpecObjAll where SpecObjAll.dec > # and SpecObjAll.dec < # and (SpecObjAll.ra > # and SpecObjAll.ra < #)"
2019-11-25 03:38:00,1
2019-11-25 03:39:00,1
2019-11-25 03:42:00,2
2019-11-25 03:44:00,2
