1425,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-11-25 13:31:00,34
2019-11-25 13:32:00,20
2019-11-25 13:45:00,35
2019-11-25 13:58:00,25
2019-11-25 14:05:00,4
2019-11-25 14:06:00,21
2019-11-25 14:07:00,34
2019-11-25 14:08:00,8
2019-11-25 14:16:00,119
2019-11-25 14:25:00,17
2019-11-25 14:28:00,196
2019-11-25 14:30:00,86
2019-11-25 14:39:00,94
2019-11-25 14:40:00,99
2019-11-25 14:44:00,70
2019-11-25 14:45:00,271
2019-11-25 14:46:00,15
2019-11-25 14:51:00,39
2019-11-25 14:52:00,75
2019-11-25 14:55:00,22
2019-11-25 14:56:00,30
2019-11-25 15:12:00,35
2019-11-25 15:20:00,48
2019-11-25 15:21:00,28
