26,"SELECT p.objId, p.ra,p.dec,p.petror9#_r, p.devAB_r,     p.dered_u as u, p.dered_g as g, p.dered_r as r, p.dered_i as i,      s.z, s.plate, s.mjd, s.fiberid, n.sersic_n FROM galaxy AS p    JOIN SpecObj AS s ON s.bestobjid = p.objid    JOIN nsatlas AS n ON n.mjd = s.mjd and n.fiberID = s.fiberID and n.plate = s.plate WHERE p.petror9#_r > #   and p.ra between # and #   and s.z between # and #   and p.g < #   and n.sersic_n between # and #"
2019-11-25 17:35:00,3
2019-11-25 17:38:00,1
2019-11-25 17:40:00,1
2019-11-25 17:41:00,1
2019-11-25 17:44:00,2
2019-11-25 17:50:00,8
2019-11-25 18:07:00,10
