11,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_i, type_i, psfMagErr_i FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-11-25 15:47:00,1
2019-11-25 16:05:00,1
2019-11-25 16:19:00,1
2019-11-25 16:32:00,1
2019-11-25 16:58:00,1
2019-11-25 17:26:00,1
2019-11-25 17:34:00,1
2019-11-25 17:51:00,1
2019-11-25 18:09:00,1
2019-11-25 18:26:00,1
2019-11-25 18:57:00,1
