16,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-11-25 16:09:00,1
2019-11-25 16:21:00,1
2019-11-25 16:35:00,1
2019-11-25 17:01:00,1
2019-11-25 17:37:00,1
2019-11-25 17:55:00,1
2019-11-25 18:00:00,1
2019-11-25 18:02:00,1
2019-11-25 18:13:00,1
2019-11-25 18:33:00,1
2019-11-25 18:40:00,1
2019-11-25 18:47:00,1
2019-11-25 19:02:00,1
2019-11-25 19:11:00,1
2019-11-25 19:14:00,1
2019-11-25 19:18:00,1
