772,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-11-25 00:25:00,4
2019-11-25 03:15:00,2
2019-11-25 06:15:00,8
2019-11-25 06:40:00,13
2019-11-25 07:40:00,1
2019-11-25 07:41:00,4
2019-11-25 07:42:00,16
2019-11-25 09:40:00,12
2019-11-25 12:20:00,2
2019-11-25 12:30:00,8
2019-11-25 12:45:00,8
2019-11-25 15:20:00,10
2019-11-25 15:35:00,31
2019-11-25 15:36:00,33
2019-11-25 15:37:00,34
2019-11-25 15:38:00,35
2019-11-25 15:39:00,34
2019-11-25 15:40:00,32
2019-11-25 15:41:00,32
2019-11-25 15:42:00,32
2019-11-25 15:43:00,26
2019-11-25 15:44:00,30
2019-11-25 15:45:00,30
2019-11-25 15:46:00,29
2019-11-25 15:47:00,32
2019-11-25 15:48:00,27
2019-11-25 15:49:00,31
2019-11-25 15:50:00,30
2019-11-25 15:51:00,26
2019-11-25 15:52:00,29
2019-11-25 15:53:00,33
2019-11-25 15:54:00,29
2019-11-25 15:55:00,27
2019-11-25 15:56:00,29
2019-11-25 15:57:00,12
2019-11-25 21:15:00,1
