9,"SELECT galaxy.objId, galaxy.petror9#_r as size, SpecObj.z as z, galaxy.dered_u as u, galaxy.dered_g as g, galaxy.dered_r as r, galaxy.dered_i as i, galaxy.petroMag_r as ptrmag_r, galaxy.devmag_r as devmag_r, galaxy.modelMag_r as modmag_r, galaxy.ra, galaxy.dec FROM galaxy      JOIN SpecObj ON SpecObj.bestobjid = galaxy.objid WHERE galaxy.g < # and SpecObj.z < # and galaxy.z < #"
2019-11-25 13:18:00,1
2019-11-25 13:20:00,1
2019-11-25 13:21:00,1
2019-11-25 13:23:00,1
2019-11-25 13:24:00,1
2019-11-25 13:25:00,1
2019-11-25 13:26:00,1
2019-11-25 13:27:00,2
