301,select * from dbo.fDocColumns(&&&)
2019-03-09 00:24:00,1
2019-03-09 00:44:00,2
2019-03-09 01:03:00,1
2019-03-09 01:09:00,1
2019-03-09 01:14:00,1
2019-03-09 01:16:00,2
2019-03-09 01:26:00,1
2019-03-09 01:30:00,1
2019-03-09 01:44:00,1
2019-03-09 01:48:00,1
2019-03-09 01:53:00,2
2019-03-09 01:59:00,1
2019-03-09 02:08:00,1
2019-03-09 02:11:00,1
2019-03-09 02:12:00,1
2019-03-09 02:21:00,1
2019-03-09 02:49:00,1
2019-03-09 02:52:00,2
2019-03-09 03:50:00,1
2019-03-09 04:07:00,1
2019-03-09 04:28:00,1
2019-03-09 04:32:00,1
2019-03-09 04:37:00,2
2019-03-09 04:40:00,1
2019-03-09 04:42:00,1
2019-03-09 05:01:00,1
2019-03-09 05:39:00,4
2019-03-09 05:40:00,2
2019-03-09 05:42:00,1
2019-03-09 05:43:00,2
2019-03-09 05:48:00,2
2019-03-09 06:05:00,1
2019-03-09 06:44:00,2
2019-03-09 06:57:00,1
2019-03-09 07:15:00,1
2019-03-09 07:40:00,1
2019-03-09 07:58:00,1
2019-03-09 08:08:00,1
2019-03-09 08:24:00,1
2019-03-09 08:40:00,1
2019-03-09 08:46:00,1
2019-03-09 08:48:00,2
2019-03-09 09:16:00,1
2019-03-09 09:25:00,1
2019-03-09 10:09:00,1
2019-03-09 10:21:00,1
2019-03-09 10:28:00,1
2019-03-09 10:34:00,1
2019-03-09 10:40:00,1
2019-03-09 10:51:00,1
2019-03-09 10:55:00,1
2019-03-09 10:59:00,1
2019-03-09 11:03:00,1
2019-03-09 11:10:00,1
2019-03-09 11:22:00,1
2019-03-09 11:35:00,1
2019-03-09 11:39:00,1
2019-03-09 11:46:00,1
2019-03-09 11:59:00,1
2019-03-09 12:25:00,1
2019-03-09 12:28:00,1
2019-03-09 12:36:00,1
2019-03-09 12:46:00,1
2019-03-09 12:47:00,3
2019-03-09 12:51:00,1
2019-03-09 13:03:00,1
2019-03-09 13:04:00,1
2019-03-09 13:10:00,1
2019-03-09 13:13:00,1
2019-03-09 13:21:00,1
2019-03-09 13:22:00,1
2019-03-09 13:31:00,1
2019-03-09 13:35:00,1
2019-03-09 13:45:00,1
2019-03-09 13:50:00,10
2019-03-09 13:51:00,17
2019-03-09 13:52:00,7
2019-03-09 13:53:00,22
2019-03-09 13:54:00,15
2019-03-09 13:55:00,16
2019-03-09 13:56:00,14
2019-03-09 13:57:00,15
2019-03-09 13:58:00,7
2019-03-09 14:14:00,1
2019-03-09 14:17:00,1
2019-03-09 14:25:00,1
2019-03-09 14:34:00,2
2019-03-09 14:43:00,2
2019-03-09 14:48:00,2
2019-03-09 14:52:00,1
2019-03-09 14:54:00,2
2019-03-09 14:58:00,2
2019-03-09 15:00:00,1
2019-03-09 15:03:00,1
2019-03-09 15:07:00,1
2019-03-09 15:12:00,1
2019-03-09 15:13:00,1
2019-03-09 15:14:00,3
2019-03-09 15:29:00,1
2019-03-09 15:55:00,1
2019-03-09 16:02:00,1
2019-03-09 16:12:00,1
2019-03-09 16:13:00,1
2019-03-09 16:31:00,3
2019-03-09 16:40:00,1
2019-03-09 17:06:00,1
2019-03-09 17:46:00,1
2019-03-09 18:04:00,2
2019-03-09 18:05:00,1
2019-03-09 18:11:00,1
2019-03-09 18:12:00,2
2019-03-09 18:13:00,3
2019-03-09 18:34:00,2
2019-03-09 18:37:00,1
2019-03-09 18:44:00,1
2019-03-09 19:29:00,2
2019-03-09 19:46:00,1
2019-03-09 19:56:00,1
2019-03-09 20:03:00,1
2019-03-09 20:33:00,2
2019-03-09 20:35:00,1
2019-03-09 20:42:00,1
2019-03-09 20:50:00,1
2019-03-09 21:05:00,1
2019-03-09 21:45:00,1
2019-03-09 21:54:00,1
2019-03-09 22:20:00,1
2019-03-09 22:27:00,3
2019-03-09 22:35:00,25
2019-03-09 23:03:00,1
