338,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-03-09 00:00:00,2
2019-03-09 00:01:00,1
2019-03-09 00:03:00,5
2019-03-09 00:08:00,10
2019-03-09 00:10:00,2
2019-03-09 00:11:00,1
2019-03-09 00:12:00,3
2019-03-09 00:17:00,10
2019-03-09 00:20:00,3
2019-03-09 00:21:00,1
2019-03-09 00:23:00,4
2019-03-09 00:25:00,1
2019-03-09 00:26:00,3
2019-03-09 00:27:00,1
2019-03-09 00:31:00,10
2019-03-09 00:36:00,5
2019-03-09 00:37:00,5
2019-03-09 00:38:00,1
2019-03-09 00:39:00,3
2019-03-09 00:43:00,1
2019-03-09 00:44:00,9
2019-03-09 00:49:00,10
2019-03-09 00:52:00,2
2019-03-09 00:53:00,2
2019-03-09 00:54:00,2
2019-03-09 00:55:00,1
2019-03-09 00:56:00,2
2019-03-09 01:00:00,10
2019-03-09 01:02:00,4
2019-03-09 01:03:00,2
2019-03-09 01:07:00,4
2019-03-09 01:08:00,6
2019-03-09 01:10:00,2
2019-03-09 01:11:00,2
2019-03-09 01:19:00,7
2019-03-09 01:20:00,3
2019-03-09 01:23:00,6
2019-03-09 01:24:00,2
2019-03-09 01:28:00,10
2019-03-09 01:34:00,2
2019-03-09 01:35:00,1
2019-03-09 01:36:00,2
2019-03-09 01:37:00,2
2019-03-09 01:38:00,1
2019-03-09 01:39:00,2
2019-03-09 01:40:00,2
2019-03-09 01:41:00,1
2019-03-09 01:45:00,10
2019-03-09 01:47:00,1
2019-03-09 01:48:00,2
2019-03-09 01:50:00,4
2019-03-09 01:51:00,2
2019-03-09 01:57:00,1
2019-03-09 01:58:00,1
2019-03-09 01:59:00,2
2019-03-09 02:03:00,3
2019-03-09 02:04:00,7
2019-03-09 02:06:00,1
2019-03-09 02:07:00,2
2019-03-09 02:08:00,2
2019-03-09 02:13:00,10
2019-03-09 02:15:00,1
2019-03-09 02:18:00,7
2019-03-09 02:22:00,2
2019-03-09 02:26:00,2
2019-03-09 02:27:00,8
2019-03-09 02:30:00,4
2019-03-09 02:32:00,3
2019-03-09 02:33:00,2
2019-03-09 02:34:00,1
2019-03-09 02:35:00,1
2019-03-09 02:40:00,1
2019-03-09 02:41:00,3
2019-03-09 02:45:00,3
2019-03-09 02:46:00,7
2019-03-09 02:48:00,3
2019-03-09 02:50:00,3
2019-03-09 02:51:00,2
2019-03-09 02:55:00,9
2019-03-09 02:56:00,1
2019-03-09 02:57:00,1
2019-03-09 02:58:00,1
2019-03-09 03:02:00,10
2019-03-09 03:03:00,1
2019-03-09 03:07:00,10
2019-03-09 03:10:00,3
2019-03-09 03:12:00,3
2019-03-09 03:13:00,2
2019-03-09 03:14:00,2
2019-03-09 03:16:00,5
2019-03-09 03:17:00,2
2019-03-09 03:18:00,2
2019-03-09 03:22:00,4
2019-03-09 03:23:00,6
2019-03-09 03:28:00,1
2019-03-09 03:34:00,2
2019-03-09 03:35:00,1
