79,SELECT TOP # bestObjId
2019-03-09 12:42:00,1
2019-03-09 13:18:00,1
2019-03-09 13:19:00,1
2019-03-09 13:20:00,3
2019-03-09 13:21:00,3
2019-03-09 13:22:00,2
2019-03-09 13:23:00,2
2019-03-09 13:38:00,1
2019-03-09 13:40:00,1
2019-03-09 13:43:00,1
2019-03-09 13:47:00,1
2019-03-09 13:51:00,1
2019-03-09 14:00:00,1
2019-03-09 14:04:00,1
2019-03-09 14:13:00,1
2019-03-09 14:25:00,1
2019-03-09 15:01:00,1
2019-03-09 15:03:00,1
2019-03-09 15:05:00,1
2019-03-09 15:06:00,1
2019-03-09 15:08:00,1
2019-03-09 15:09:00,1
2019-03-09 15:11:00,1
2019-03-09 15:12:00,1
2019-03-09 15:13:00,1
2019-03-09 15:15:00,1
2019-03-09 15:18:00,1
2019-03-09 15:22:00,1
2019-03-09 15:24:00,1
2019-03-09 15:25:00,2
2019-03-09 15:26:00,1
2019-03-09 15:28:00,1
2019-03-09 15:29:00,1
2019-03-09 15:30:00,1
2019-03-09 15:32:00,1
2019-03-09 15:34:00,1
2019-03-09 15:35:00,1
2019-03-09 15:36:00,1
2019-03-09 15:38:00,1
2019-03-09 15:40:00,1
2019-03-09 15:42:00,1
2019-03-09 15:43:00,1
2019-03-09 15:45:00,1
2019-03-09 15:47:00,1
2019-03-09 15:48:00,1
2019-03-09 15:50:00,1
2019-03-09 15:52:00,1
2019-03-09 15:53:00,1
2019-03-09 15:55:00,1
2019-03-09 15:59:00,1
2019-03-09 16:01:00,1
2019-03-09 16:02:00,1
2019-03-09 16:04:00,1
2019-03-09 16:06:00,1
2019-03-09 16:07:00,1
2019-03-09 16:10:00,1
2019-03-09 16:11:00,1
2019-03-09 16:13:00,1
2019-03-09 16:15:00,1
2019-03-09 16:17:00,1
2019-03-09 16:19:00,1
2019-03-09 16:20:00,1
2019-03-09 16:21:00,1
2019-03-09 16:23:00,1
2019-03-09 16:24:00,1
2019-03-09 16:26:00,2
2019-03-09 16:28:00,2
2019-03-09 16:29:00,1
2019-03-09 16:31:00,1
2019-03-09 16:32:00,1
