52,SELECT COUNT (*)
2019-03-09 10:42:00,2
2019-03-09 10:43:00,1
2019-03-09 10:45:00,4
2019-03-09 10:47:00,5
2019-03-09 10:49:00,1
2019-03-09 10:50:00,6
2019-03-09 10:51:00,2
2019-03-09 10:55:00,3
2019-03-09 10:56:00,1
2019-03-09 10:57:00,2
2019-03-09 10:58:00,3
2019-03-09 10:59:00,3
2019-03-09 11:00:00,1
2019-03-09 11:01:00,5
2019-03-09 11:13:00,1
2019-03-09 11:14:00,2
2019-03-09 11:15:00,1
2019-03-09 11:36:00,2
2019-03-09 11:37:00,1
2019-03-09 11:38:00,2
2019-03-09 11:39:00,3
2019-03-09 11:40:00,1
