168,select objid from photoobjall where photoobjall.dec between # and # and photoobjall.ra between # and #
2019-03-09 13:54:00,18
2019-03-09 13:55:00,9
2019-03-09 13:56:00,4
2019-03-09 14:09:00,20
2019-03-09 15:59:00,1
2019-03-09 19:28:00,116
