124,"SELECT p.ra,p.dec,p.raErr,p.decErr,p.objId,p.run,p.rerun,p.camcol,p.field,dbo.fPhotoModeN(mode) as mode,nChild,dbo.fPhotoTypeN(p.type) as type,clean,flags,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,mjd,distance FROM PhotoObj as p JOIN dbo.fGetNearbyObjEq(#,#,#) AS R ON P.objID=R.objID ORDER BY distance"
2019-03-09 00:10:00,1
2019-03-09 00:19:00,1
2019-03-09 00:50:00,1
2019-03-09 01:17:00,1
2019-03-09 01:22:00,1
2019-03-09 01:42:00,1
2019-03-09 01:46:00,1
2019-03-09 01:53:00,1
2019-03-09 01:59:00,1
2019-03-09 02:06:00,1
2019-03-09 02:22:00,1
2019-03-09 02:27:00,1
2019-03-09 02:31:00,1
2019-03-09 02:34:00,1
2019-03-09 02:58:00,1
2019-03-09 03:11:00,1
2019-03-09 03:12:00,1
2019-03-09 03:13:00,1
2019-03-09 03:14:00,1
2019-03-09 03:21:00,1
2019-03-09 03:22:00,1
2019-03-09 03:29:00,1
2019-03-09 03:33:00,1
2019-03-09 03:39:00,1
2019-03-09 03:44:00,1
2019-03-09 03:51:00,1
2019-03-09 03:55:00,1
2019-03-09 04:00:00,1
2019-03-09 04:22:00,1
2019-03-09 04:40:00,1
2019-03-09 04:49:00,1
2019-03-09 05:09:00,1
2019-03-09 05:34:00,1
2019-03-09 05:54:00,1
2019-03-09 06:06:00,1
2019-03-09 08:17:00,1
2019-03-09 08:35:00,1
2019-03-09 08:37:00,1
2019-03-09 08:48:00,1
2019-03-09 08:55:00,1
2019-03-09 09:09:00,1
2019-03-09 09:12:00,1
2019-03-09 09:14:00,1
2019-03-09 09:18:00,1
2019-03-09 09:22:00,1
2019-03-09 09:30:00,1
2019-03-09 09:48:00,1
2019-03-09 10:13:00,2
2019-03-09 10:14:00,1
2019-03-09 10:16:00,1
2019-03-09 10:18:00,1
2019-03-09 10:19:00,1
2019-03-09 10:27:00,1
2019-03-09 10:32:00,1
2019-03-09 10:41:00,1
2019-03-09 11:43:00,1
2019-03-09 11:44:00,1
2019-03-09 12:05:00,1
2019-03-09 12:11:00,1
2019-03-09 12:21:00,1
2019-03-09 12:44:00,1
2019-03-09 13:09:00,2
2019-03-09 13:11:00,1
2019-03-09 13:36:00,1
2019-03-09 13:45:00,1
2019-03-09 14:00:00,1
2019-03-09 14:06:00,1
2019-03-09 14:11:00,1
2019-03-09 14:20:00,1
2019-03-09 14:24:00,1
2019-03-09 14:25:00,1
2019-03-09 14:43:00,1
2019-03-09 14:48:00,1
2019-03-09 14:52:00,1
2019-03-09 14:59:00,1
2019-03-09 15:01:00,1
2019-03-09 15:16:00,1
2019-03-09 15:17:00,1
2019-03-09 15:29:00,1
2019-03-09 15:38:00,1
2019-03-09 15:42:00,1
2019-03-09 15:59:00,1
2019-03-09 16:00:00,1
2019-03-09 16:02:00,1
2019-03-09 16:10:00,1
2019-03-09 16:15:00,1
2019-03-09 16:24:00,1
2019-03-09 16:31:00,1
2019-03-09 16:38:00,1
2019-03-09 17:03:00,1
2019-03-09 17:07:00,1
2019-03-09 17:23:00,1
2019-03-09 19:17:00,1
2019-03-09 19:26:00,1
2019-03-09 19:29:00,1
2019-03-09 19:52:00,1
2019-03-09 19:53:00,2
2019-03-09 19:56:00,1
2019-03-09 19:59:00,1
2019-03-09 20:05:00,1
2019-03-09 20:12:00,1
2019-03-09 20:13:00,1
2019-03-09 20:14:00,2
2019-03-09 20:15:00,1
2019-03-09 20:16:00,1
2019-03-09 20:20:00,1
2019-03-09 20:25:00,1
2019-03-09 20:30:00,1
2019-03-09 20:39:00,1
2019-03-09 20:50:00,1
2019-03-09 20:51:00,1
2019-03-09 21:01:00,1
2019-03-09 21:04:00,1
2019-03-09 21:08:00,1
2019-03-09 21:49:00,1
2019-03-09 23:41:00,1
2019-03-09 23:42:00,1
2019-03-09 23:51:00,1
2019-03-09 23:55:00,1
2019-03-09 23:59:00,1
