31,select * from fDocFunctionParams(&&&)
2019-03-09 01:47:00,1
2019-03-09 02:30:00,1
2019-03-09 02:35:00,1
2019-03-09 02:56:00,1
2019-03-09 03:18:00,1
2019-03-09 04:59:00,1
2019-03-09 07:04:00,1
2019-03-09 08:46:00,3
2019-03-09 09:06:00,1
2019-03-09 09:41:00,1
2019-03-09 13:43:00,1
2019-03-09 14:36:00,1
2019-03-09 15:55:00,1
2019-03-09 16:42:00,2
2019-03-09 16:44:00,1
2019-03-09 16:46:00,1
2019-03-09 16:50:00,1
2019-03-09 16:56:00,1
2019-03-09 17:29:00,1
2019-03-09 18:34:00,2
2019-03-09 18:52:00,1
2019-03-09 18:54:00,1
2019-03-09 18:58:00,1
2019-03-09 19:03:00,1
2019-03-09 19:10:00,1
2019-03-09 19:47:00,1
2019-03-09 22:28:00,1
