54,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-07-27 01:39:00,3
2019-07-27 01:40:00,3
2019-07-27 01:41:00,7
2019-07-27 01:46:00,2
2019-07-27 01:49:00,2
2019-07-27 03:40:00,1
2019-07-27 03:41:00,5
2019-07-27 03:42:00,3
2019-07-27 03:43:00,2
2019-07-27 03:44:00,2
2019-07-27 03:47:00,2
2019-07-27 03:49:00,2
2019-07-27 05:46:00,2
2019-07-27 05:47:00,9
2019-07-27 05:48:00,2
2019-07-27 05:50:00,3
2019-07-27 05:53:00,2
2019-07-27 05:56:00,2
