13,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-07-27 13:48:00,1
2019-07-27 13:53:00,1
2019-07-27 13:57:00,1
2019-07-27 14:01:00,1
2019-07-27 14:06:00,1
2019-07-27 14:11:00,1
2019-07-27 14:15:00,1
2019-07-27 14:21:00,1
2019-07-27 14:27:00,1
2019-07-27 14:30:00,1
2019-07-27 14:32:00,1
2019-07-27 15:03:00,1
2019-07-27 15:08:00,1
