29,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-07-27 00:42:00,1
2019-07-27 00:43:00,1
2019-07-27 01:03:00,4
2019-07-27 02:06:00,1
2019-07-27 02:09:00,1
2019-07-27 05:43:00,1
2019-07-27 15:33:00,2
2019-07-27 17:13:00,1
2019-07-27 18:03:00,1
2019-07-27 19:09:00,4
2019-07-27 21:43:00,1
2019-07-27 22:13:00,3
2019-07-27 22:25:00,2
2019-07-27 22:26:00,1
2019-07-27 22:41:00,2
2019-07-27 22:54:00,1
2019-07-27 22:55:00,1
2019-07-27 23:37:00,1
