42,"select p.objid as name, p.ra, p.dec from galaxy p, specobj s where p.objid=s.bestobjid and (p.g BETWEEN # AND #) and s.z BETWEEN # AND #"
2019-07-27 00:12:00,1
2019-07-27 00:44:00,1
2019-07-27 00:51:00,1
2019-07-27 00:55:00,1
2019-07-27 00:59:00,1
2019-07-27 01:04:00,1
2019-07-27 01:10:00,1
2019-07-27 01:16:00,1
2019-07-27 01:17:00,1
2019-07-27 01:27:00,1
2019-07-27 01:38:00,1
2019-07-27 02:03:00,1
2019-07-27 02:07:00,1
2019-07-27 02:11:00,1
2019-07-27 02:19:00,1
2019-07-27 02:32:00,1
2019-07-27 02:35:00,1
2019-07-27 02:54:00,1
2019-07-27 02:58:00,1
2019-07-27 03:12:00,1
2019-07-27 03:16:00,1
2019-07-27 04:30:00,1
2019-07-27 04:43:00,1
2019-07-27 04:45:00,1
2019-07-27 04:53:00,1
2019-07-27 13:59:00,1
2019-07-27 14:13:00,1
2019-07-27 14:22:00,1
2019-07-27 14:32:00,1
2019-07-27 14:34:00,1
2019-07-27 14:44:00,1
2019-07-27 14:49:00,1
2019-07-27 14:53:00,1
2019-07-27 14:57:00,1
2019-07-27 15:00:00,1
2019-07-27 15:03:00,1
2019-07-27 15:24:00,1
2019-07-27 15:28:00,1
2019-07-27 16:47:00,1
2019-07-27 16:54:00,1
2019-07-27 17:04:00,1
2019-07-27 17:11:00,1
