32,"select P.objID, P.ra, P.dec , P.u, P.g, P.r, P.i, P.z, P.type from PhotoPrimary as P , dbo.fGetNearbyObjEq(#, #, # ) N where P.objID = N.objID"
2019-07-27 12:12:00,1
2019-07-27 12:16:00,1
2019-07-27 12:23:00,1
2019-07-27 12:27:00,2
2019-07-27 12:30:00,2
2019-07-27 12:32:00,2
2019-07-27 12:33:00,3
2019-07-27 12:34:00,2
2019-07-27 12:35:00,2
2019-07-27 12:36:00,2
2019-07-27 12:37:00,1
2019-07-27 12:38:00,2
2019-07-27 12:39:00,2
2019-07-27 12:40:00,2
2019-07-27 12:41:00,2
2019-07-27 12:42:00,1
2019-07-27 12:43:00,1
2019-07-27 12:44:00,2
2019-07-27 12:45:00,1
