20,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-07-27 00:15:00,2
2019-07-27 00:35:00,1
2019-07-27 01:46:00,1
2019-07-27 03:04:00,1
2019-07-27 04:05:00,1
2019-07-27 07:12:00,1
2019-07-27 09:25:00,1
2019-07-27 10:32:00,1
2019-07-27 10:50:00,1
2019-07-27 11:14:00,1
2019-07-27 12:38:00,1
2019-07-27 14:22:00,1
2019-07-27 15:06:00,1
2019-07-27 15:43:00,1
2019-07-27 15:44:00,1
2019-07-27 17:18:00,1
2019-07-27 17:35:00,1
2019-07-27 18:09:00,1
2019-07-27 18:34:00,1
