14,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-07-27 01:28:00,1
2019-07-27 01:31:00,1
2019-07-27 01:33:00,1
2019-07-27 03:30:00,1
2019-07-27 03:33:00,1
2019-07-27 03:35:00,1
2019-07-27 06:36:00,1
2019-07-27 06:39:00,1
2019-07-27 06:41:00,1
2019-07-27 10:42:00,1
2019-07-27 15:09:00,1
2019-07-27 19:28:00,1
2019-07-27 19:31:00,1
2019-07-27 19:33:00,1
