77,select * from fDocFunctionParams(&&&)
2019-03-04 00:08:00,1
2019-03-04 00:15:00,1
2019-03-04 00:50:00,1
2019-03-04 02:03:00,2
2019-03-04 02:21:00,1
2019-03-04 02:27:00,1
2019-03-04 02:30:00,2
2019-03-04 02:31:00,1
2019-03-04 02:35:00,1
2019-03-04 02:40:00,1
2019-03-04 03:11:00,1
2019-03-04 05:11:00,1
2019-03-04 06:09:00,1
2019-03-04 06:59:00,1
2019-03-04 07:10:00,9
2019-03-04 07:11:00,3
2019-03-04 07:57:00,1
2019-03-04 09:37:00,1
2019-03-04 09:53:00,1
2019-03-04 10:08:00,1
2019-03-04 10:53:00,1
2019-03-04 11:13:00,1
2019-03-04 11:40:00,1
2019-03-04 11:49:00,1
2019-03-04 13:00:00,1
2019-03-04 13:21:00,2
2019-03-04 13:22:00,6
2019-03-04 13:23:00,3
2019-03-04 13:24:00,4
2019-03-04 13:25:00,2
2019-03-04 14:18:00,1
2019-03-04 14:45:00,1
2019-03-04 16:16:00,1
2019-03-04 16:43:00,1
2019-03-04 16:56:00,1
2019-03-04 17:09:00,1
2019-03-04 17:24:00,2
2019-03-04 17:55:00,1
2019-03-04 18:13:00,1
2019-03-04 21:53:00,1
2019-03-04 22:15:00,1
2019-03-04 22:22:00,2
2019-03-04 22:25:00,1
2019-03-04 22:28:00,1
2019-03-04 23:18:00,6
2019-03-04 23:59:00,1
