7,"SELECT TOP # p.objID, p.ra,p.dec,p.b,p.l   FROM PhotoPrimary as p   WHERE p.clean=#"
2019-03-04 17:55:00,2
2019-03-04 17:56:00,1
2019-03-04 17:57:00,2
2019-03-04 17:59:00,2
