45,select * from galSpecLine where specObjId=#
2019-03-04 01:34:00,11
2019-03-04 01:35:00,8
2019-03-04 02:29:00,9
2019-03-04 02:31:00,1
2019-03-04 02:36:00,1
2019-03-04 04:06:00,1
2019-03-04 07:35:00,1
2019-03-04 12:24:00,1
2019-03-04 14:04:00,1
2019-03-04 14:31:00,1
2019-03-04 15:15:00,1
2019-03-04 16:47:00,1
2019-03-04 17:19:00,1
2019-03-04 17:31:00,1
2019-03-04 18:15:00,1
2019-03-04 18:34:00,1
2019-03-04 19:03:00,1
2019-03-04 19:33:00,1
2019-03-04 22:48:00,1
2019-03-04 23:33:00,1
