21,select max(arcsec) from astrometry.budavari.Neighbors2Star2#main
2019-03-06 18:01:00,1
2019-03-06 18:02:00,1
2019-03-06 18:07:00,2
2019-03-06 18:08:00,3
2019-03-06 18:11:00,3
2019-03-06 18:12:00,3
2019-03-06 18:13:00,6
2019-03-06 18:14:00,2
