22,select * from galSpecIndx where specObjId=#
2019-03-06 00:08:00,1
2019-03-06 00:35:00,1
2019-03-06 00:51:00,1
2019-03-06 04:59:00,1
2019-03-06 05:04:00,1
2019-03-06 06:25:00,1
2019-03-06 06:52:00,1
2019-03-06 07:42:00,1
2019-03-06 10:33:00,1
2019-03-06 10:54:00,1
2019-03-06 11:43:00,1
2019-03-06 12:01:00,1
2019-03-06 12:22:00,1
2019-03-06 12:37:00,1
2019-03-06 13:39:00,1
2019-03-06 15:16:00,1
2019-03-06 16:34:00,1
2019-03-06 17:40:00,1
2019-03-06 20:18:00,1
2019-03-06 20:34:00,1
2019-03-06 22:05:00,1
2019-03-06 22:16:00,1
