82,select * from textmessages
2019-03-06 12:46:00,1
2019-03-06 12:47:00,1
2019-03-06 12:48:00,5
2019-03-06 12:49:00,4
2019-03-06 12:50:00,5
2019-03-06 12:51:00,3
2019-03-06 12:52:00,2
2019-03-06 12:53:00,3
2019-03-06 12:54:00,3
2019-03-06 12:55:00,6
2019-03-06 12:56:00,5
2019-03-06 12:57:00,5
2019-03-06 12:58:00,7
2019-03-06 12:59:00,7
2019-03-06 13:00:00,5
2019-03-06 13:01:00,7
2019-03-06 13:02:00,4
2019-03-06 13:03:00,3
2019-03-06 13:04:00,4
2019-03-06 13:05:00,2
