25,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-03-06 04:12:00,1
2019-03-06 04:16:00,1
2019-03-06 06:39:00,2
2019-03-06 07:04:00,1
2019-03-06 13:00:00,2
2019-03-06 13:01:00,3
2019-03-06 13:24:00,1
2019-03-06 15:01:00,1
2019-03-06 15:18:00,1
2019-03-06 16:44:00,1
2019-03-06 17:33:00,1
2019-03-06 18:45:00,1
2019-03-06 18:46:00,2
2019-03-06 19:07:00,1
2019-03-06 19:08:00,1
2019-03-06 19:09:00,1
2019-03-06 19:33:00,1
2019-03-06 22:49:00,1
2019-03-06 22:50:00,1
2019-03-06 22:59:00,1
