4750,select objid from photoprimary where photoprimary.dec between # and # and photoprimary.ra between # and #
2019-03-06 02:40:00,1
2019-03-06 02:42:00,1
2019-03-06 02:45:00,1
2019-03-06 02:47:00,1
2019-03-06 02:51:00,1
2019-03-06 02:53:00,1
2019-03-06 03:02:00,5
2019-03-06 03:06:00,1
2019-03-06 03:08:00,1
2019-03-06 03:12:00,1
2019-03-06 03:13:00,1
2019-03-06 03:15:00,2
2019-03-06 03:17:00,4
2019-03-06 03:23:00,2
2019-03-06 03:28:00,1
2019-03-06 03:30:00,1
2019-03-06 03:33:00,1
2019-03-06 03:37:00,1
2019-03-06 03:48:00,25
2019-03-06 03:50:00,1
2019-03-06 03:51:00,1
2019-03-06 03:52:00,1
2019-03-06 03:55:00,1
2019-03-06 04:04:00,1
2019-03-06 04:16:00,3
2019-03-06 04:18:00,2
2019-03-06 04:19:00,1
2019-03-06 04:21:00,1
2019-03-06 04:39:00,1
2019-03-06 04:42:00,1
2019-03-06 04:43:00,1
2019-03-06 04:45:00,1
2019-03-06 04:48:00,1
2019-03-06 04:51:00,2
2019-03-06 04:52:00,1
2019-03-06 04:53:00,1
2019-03-06 04:57:00,1
2019-03-06 05:01:00,1
2019-03-06 05:04:00,1
2019-03-06 05:08:00,180
2019-03-06 05:24:00,9
2019-03-06 05:25:00,4
2019-03-06 05:26:00,1
2019-03-06 05:27:00,1
2019-03-06 05:31:00,1
2019-03-06 05:32:00,1
2019-03-06 05:34:00,1
2019-03-06 05:36:00,1
2019-03-06 05:38:00,1
2019-03-06 05:52:00,1
2019-03-06 05:55:00,1
2019-03-06 05:56:00,2
2019-03-06 05:59:00,6
2019-03-06 06:00:00,2
2019-03-06 06:24:00,1
2019-03-06 06:25:00,1
2019-03-06 06:26:00,1
2019-03-06 06:27:00,1
2019-03-06 06:29:00,3
2019-03-06 06:30:00,4
2019-03-06 06:31:00,1
2019-03-06 06:34:00,2
2019-03-06 06:35:00,1
2019-03-06 06:36:00,1
2019-03-06 06:39:00,4
2019-03-06 06:40:00,1
2019-03-06 06:41:00,3
2019-03-06 06:42:00,2
2019-03-06 06:43:00,1
2019-03-06 06:44:00,1
2019-03-06 06:45:00,1
2019-03-06 06:47:00,1
2019-03-06 06:51:00,1
2019-03-06 06:52:00,7
2019-03-06 06:53:00,5
2019-03-06 07:15:00,1
2019-03-06 07:16:00,1
2019-03-06 07:19:00,1
2019-03-06 07:20:00,2
2019-03-06 07:22:00,1
2019-03-06 07:23:00,1
2019-03-06 07:24:00,3
2019-03-06 07:27:00,1
2019-03-06 07:28:00,1
2019-03-06 07:29:00,4
2019-03-06 07:30:00,1
2019-03-06 07:31:00,1
2019-03-06 07:33:00,1
2019-03-06 07:34:00,2
2019-03-06 07:36:00,1
2019-03-06 07:40:00,2
2019-03-06 07:41:00,1
2019-03-06 07:43:00,2
2019-03-06 07:44:00,2
2019-03-06 07:47:00,1
2019-03-06 07:48:00,1
2019-03-06 07:49:00,5
2019-03-06 07:50:00,6
2019-03-06 07:53:00,1
2019-03-06 07:56:00,1
2019-03-06 07:59:00,3
2019-03-06 08:00:00,2
2019-03-06 08:11:00,1
2019-03-06 08:15:00,1
2019-03-06 08:17:00,1
2019-03-06 08:19:00,2
2019-03-06 08:21:00,3
2019-03-06 08:22:00,3
2019-03-06 08:23:00,2
2019-03-06 08:24:00,1
2019-03-06 08:25:00,2
2019-03-06 08:26:00,1
2019-03-06 08:28:00,1
2019-03-06 08:30:00,1
2019-03-06 08:34:00,2
2019-03-06 08:36:00,1
2019-03-06 08:38:00,1
2019-03-06 08:39:00,9
2019-03-06 08:40:00,2
2019-03-06 08:41:00,2
2019-03-06 08:46:00,1
2019-03-06 08:51:00,1
2019-03-06 09:03:00,1
2019-03-06 09:05:00,1
2019-03-06 09:06:00,1
2019-03-06 09:08:00,2
2019-03-06 09:09:00,1
2019-03-06 09:10:00,2
2019-03-06 09:11:00,4
2019-03-06 09:12:00,5
2019-03-06 09:14:00,1
2019-03-06 09:15:00,2
2019-03-06 09:16:00,4
2019-03-06 09:17:00,1
2019-03-06 09:23:00,1
2019-03-06 09:28:00,9
2019-03-06 09:30:00,1
2019-03-06 09:35:00,1
2019-03-06 09:36:00,3
2019-03-06 09:37:00,2
2019-03-06 09:39:00,1
2019-03-06 09:41:00,5
2019-03-06 09:52:00,1
2019-03-06 09:53:00,1
2019-03-06 09:56:00,2
2019-03-06 09:57:00,1
2019-03-06 09:58:00,1
2019-03-06 09:59:00,1
2019-03-06 10:00:00,1
2019-03-06 10:01:00,1
2019-03-06 10:03:00,1
2019-03-06 10:04:00,2
2019-03-06 10:06:00,1
2019-03-06 10:08:00,1
2019-03-06 10:09:00,1
2019-03-06 10:13:00,1
2019-03-06 10:14:00,8
2019-03-06 10:33:00,1
2019-03-06 10:34:00,1
2019-03-06 10:36:00,2
2019-03-06 10:37:00,4
2019-03-06 10:39:00,1
2019-03-06 10:41:00,1
2019-03-06 10:43:00,3
2019-03-06 10:44:00,2
2019-03-06 10:45:00,4
2019-03-06 10:47:00,1
2019-03-06 10:48:00,1
2019-03-06 10:49:00,1
2019-03-06 10:50:00,1
2019-03-06 10:52:00,1
2019-03-06 10:54:00,1
2019-03-06 10:56:00,1
2019-03-06 10:58:00,1
2019-03-06 11:00:00,1
2019-03-06 11:04:00,1
2019-03-06 11:05:00,9
2019-03-06 11:06:00,1
2019-03-06 11:07:00,1
2019-03-06 11:08:00,4
2019-03-06 11:22:00,1
2019-03-06 11:24:00,1
2019-03-06 11:25:00,1
2019-03-06 11:26:00,1
2019-03-06 11:27:00,2
2019-03-06 11:28:00,1
2019-03-06 11:31:00,1
2019-03-06 11:32:00,1
2019-03-06 11:33:00,4
2019-03-06 11:34:00,1
2019-03-06 11:35:00,2
2019-03-06 11:38:00,2
2019-03-06 11:40:00,1
2019-03-06 11:43:00,1
2019-03-06 11:48:00,2
2019-03-06 11:49:00,2
2019-03-06 11:51:00,1
2019-03-06 11:53:00,1
2019-03-06 11:54:00,58
2019-03-06 11:55:00,3
2019-03-06 11:56:00,1
2019-03-06 11:57:00,9
2019-03-06 12:00:00,1
2019-03-06 12:02:00,7
2019-03-06 12:04:00,5
2019-03-06 12:07:00,2
2019-03-06 12:11:00,5
2019-03-06 12:13:00,2
2019-03-06 12:14:00,3
2019-03-06 12:15:00,2
2019-03-06 12:16:00,3
2019-03-06 12:20:00,4
2019-03-06 12:21:00,2
2019-03-06 12:23:00,1
2019-03-06 12:24:00,2
2019-03-06 12:25:00,10
2019-03-06 12:28:00,1
2019-03-06 12:30:00,4
2019-03-06 12:33:00,11
2019-03-06 12:34:00,1
2019-03-06 12:35:00,1
2019-03-06 12:36:00,2
2019-03-06 12:38:00,2
2019-03-06 12:39:00,3
2019-03-06 12:41:00,1
2019-03-06 12:42:00,4
2019-03-06 12:43:00,6
2019-03-06 12:45:00,2
2019-03-06 12:47:00,10
2019-03-06 12:49:00,2
2019-03-06 12:50:00,2
2019-03-06 12:51:00,2
2019-03-06 12:54:00,1
2019-03-06 12:55:00,1
2019-03-06 12:56:00,1
2019-03-06 12:57:00,3
2019-03-06 13:00:00,5
2019-03-06 13:01:00,2
2019-03-06 13:03:00,5
2019-03-06 13:04:00,2
2019-03-06 13:06:00,1
2019-03-06 13:07:00,8
2019-03-06 13:08:00,2
2019-03-06 13:10:00,13
2019-03-06 13:14:00,2
2019-03-06 13:16:00,1
2019-03-06 13:18:00,1
2019-03-06 13:20:00,1
2019-03-06 13:22:00,7
2019-03-06 13:26:00,5
2019-03-06 13:28:00,2
2019-03-06 13:30:00,2
2019-03-06 13:31:00,2
2019-03-06 13:32:00,1
2019-03-06 13:35:00,4
2019-03-06 13:36:00,4
2019-03-06 13:40:00,1
2019-03-06 13:41:00,1
2019-03-06 13:42:00,1
2019-03-06 13:43:00,8
2019-03-06 13:44:00,2
2019-03-06 13:45:00,1
2019-03-06 13:46:00,5
2019-03-06 13:47:00,3
2019-03-06 13:50:00,2
2019-03-06 13:58:00,3
2019-03-06 14:01:00,2
2019-03-06 14:06:00,1
2019-03-06 14:08:00,1
2019-03-06 14:09:00,4
2019-03-06 14:10:00,2
2019-03-06 14:12:00,4
2019-03-06 14:13:00,1
2019-03-06 14:14:00,1
2019-03-06 14:15:00,1
2019-03-06 14:17:00,1
2019-03-06 14:22:00,1
2019-03-06 14:23:00,6
2019-03-06 14:27:00,2
2019-03-06 14:28:00,7
2019-03-06 14:29:00,4
2019-03-06 14:32:00,3
2019-03-06 14:34:00,1
2019-03-06 14:35:00,1
2019-03-06 14:36:00,3
2019-03-06 14:37:00,6
2019-03-06 14:38:00,1
2019-03-06 14:41:00,8
2019-03-06 14:43:00,1
2019-03-06 14:45:00,4
2019-03-06 14:47:00,1
2019-03-06 14:48:00,1
2019-03-06 14:52:00,6
2019-03-06 15:00:00,25
2019-03-06 15:01:00,2
2019-03-06 15:14:00,39
2019-03-06 15:15:00,2
2019-03-06 16:16:00,10
2019-03-06 16:17:00,46
2019-03-06 16:19:00,15
2019-03-06 16:20:00,22
2019-03-06 16:22:00,3
2019-03-06 16:23:00,7
2019-03-06 16:25:00,9
2019-03-06 16:44:00,2
2019-03-06 16:54:00,1
2019-03-06 16:56:00,2
2019-03-06 17:14:00,2
2019-03-06 17:21:00,1
2019-03-06 17:25:00,1
2019-03-06 17:26:00,1
2019-03-06 18:30:00,3
2019-03-06 18:31:00,66
2019-03-06 18:32:00,2
2019-03-06 18:34:00,62
2019-03-06 18:35:00,3
2019-03-06 18:38:00,4
2019-03-06 18:39:00,3
2019-03-06 18:40:00,4
2019-03-06 18:41:00,4
2019-03-06 18:42:00,1
2019-03-06 18:43:00,5
2019-03-06 18:44:00,6
2019-03-06 18:45:00,9
2019-03-06 18:46:00,1
2019-03-06 18:48:00,4
2019-03-06 18:49:00,59
2019-03-06 18:50:00,2
2019-03-06 18:51:00,17
2019-03-06 18:54:00,3
2019-03-06 18:55:00,2
2019-03-06 18:57:00,2
2019-03-06 18:58:00,12
2019-03-06 19:00:00,3
2019-03-06 19:01:00,4
2019-03-06 19:02:00,2
2019-03-06 19:03:00,1
2019-03-06 19:04:00,1
2019-03-06 19:07:00,19
2019-03-06 19:09:00,3
2019-03-06 19:12:00,13
2019-03-06 19:13:00,5
2019-03-06 19:14:00,22
2019-03-06 19:15:00,27
2019-03-06 19:16:00,16
2019-03-06 19:17:00,17
2019-03-06 19:18:00,19
2019-03-06 19:19:00,20
2019-03-06 19:20:00,19
2019-03-06 19:21:00,23
2019-03-06 19:22:00,19
2019-03-06 19:23:00,17
2019-03-06 19:24:00,15
2019-03-06 19:25:00,7
2019-03-06 20:02:00,132
2019-03-06 23:16:00,4
2019-03-06 23:17:00,1
2019-03-06 23:18:00,7
2019-03-06 23:19:00,24
2019-03-06 23:20:00,9
2019-03-06 23:21:00,2
