4750,select objid from photoprimary where photoprimary.dec between # and # and photoprimary.ra between # and #
2019-03-06 00:00:00,13
2019-03-06 00:01:00,18
2019-03-06 00:02:00,17
2019-03-06 00:03:00,15
2019-03-06 00:04:00,15
2019-03-06 00:05:00,22
2019-03-06 00:06:00,12
2019-03-06 00:07:00,14
2019-03-06 00:08:00,15
2019-03-06 00:09:00,13
2019-03-06 00:10:00,19
2019-03-06 00:11:00,14
2019-03-06 00:12:00,18
2019-03-06 00:13:00,15
2019-03-06 00:14:00,10
2019-03-06 00:15:00,11
2019-03-06 00:16:00,18
2019-03-06 00:17:00,15
2019-03-06 00:18:00,15
2019-03-06 00:19:00,15
2019-03-06 00:20:00,18
2019-03-06 00:21:00,14
2019-03-06 00:22:00,23
2019-03-06 00:23:00,13
2019-03-06 00:24:00,13
2019-03-06 00:25:00,13
2019-03-06 00:26:00,18
2019-03-06 00:27:00,14
2019-03-06 00:28:00,18
2019-03-06 00:29:00,20
2019-03-06 00:30:00,13
2019-03-06 00:31:00,8
2019-03-06 00:32:00,10
2019-03-06 00:33:00,11
2019-03-06 00:34:00,16
2019-03-06 00:35:00,12
2019-03-06 00:36:00,13
2019-03-06 00:37:00,11
2019-03-06 00:38:00,16
2019-03-06 00:39:00,14
2019-03-06 00:40:00,16
2019-03-06 00:41:00,17
2019-03-06 00:42:00,16
2019-03-06 00:43:00,16
2019-03-06 00:44:00,14
2019-03-06 00:45:00,15
2019-03-06 00:46:00,19
2019-03-06 00:47:00,18
2019-03-06 00:48:00,19
2019-03-06 00:49:00,19
2019-03-06 00:50:00,22
2019-03-06 00:51:00,17
2019-03-06 00:52:00,18
2019-03-06 00:53:00,17
2019-03-06 00:54:00,17
2019-03-06 00:55:00,17
2019-03-06 00:56:00,19
2019-03-06 00:57:00,17
2019-03-06 00:58:00,14
2019-03-06 00:59:00,18
2019-03-06 01:00:00,17
2019-03-06 01:01:00,17
2019-03-06 01:02:00,17
2019-03-06 01:03:00,15
2019-03-06 01:04:00,14
2019-03-06 01:05:00,18
2019-03-06 01:06:00,14
2019-03-06 01:07:00,15
2019-03-06 01:08:00,15
2019-03-06 01:09:00,18
2019-03-06 01:10:00,17
2019-03-06 01:11:00,15
2019-03-06 01:12:00,17
2019-03-06 01:13:00,13
2019-03-06 01:14:00,16
2019-03-06 01:15:00,18
2019-03-06 01:16:00,14
2019-03-06 01:17:00,15
2019-03-06 01:18:00,13
2019-03-06 01:19:00,23
2019-03-06 01:20:00,15
2019-03-06 01:21:00,21
2019-03-06 01:22:00,21
2019-03-06 01:23:00,17
2019-03-06 01:24:00,11
2019-03-06 01:25:00,255
2019-03-06 01:26:00,94
2019-03-06 01:27:00,87
2019-03-06 01:28:00,100
2019-03-06 01:29:00,107
2019-03-06 01:30:00,127
2019-03-06 01:31:00,138
2019-03-06 01:32:00,143
2019-03-06 01:33:00,162
2019-03-06 01:34:00,87
2019-03-06 01:37:00,1
2019-03-06 01:38:00,2
2019-03-06 02:09:00,273
2019-03-06 02:36:00,1
2019-03-06 02:38:00,4
