3,"SELECT TOP #  s.z,p.dec,p.obj,p.objID,p.r,cast(str(p.ra,#,#) as float) as ra,p.u  FROM ..SpecObj as s  JOIN ..PhotoObj AS p ON s.bestObjID = p.objID  WHERE s.z > # AND s.zWarning = # AND (s.class = &&& OR s.class = &&&) AND s.z < # AND ( p.type = # OR p.type = #)"
2019-10-28 06:33:00,1
2019-10-28 06:35:00,1
2019-10-28 06:41:00,1
