57,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-10-28 00:40:00,1
2019-10-28 00:51:00,1
2019-10-28 00:56:00,1
2019-10-28 02:34:00,1
2019-10-28 05:53:00,1
2019-10-28 09:10:00,1
2019-10-28 11:15:00,1
2019-10-28 11:20:00,1
2019-10-28 13:24:00,1
2019-10-28 13:28:00,1
2019-10-28 13:34:00,1
2019-10-28 13:35:00,1
2019-10-28 13:36:00,1
2019-10-28 13:49:00,1
2019-10-28 13:51:00,2
2019-10-28 13:54:00,1
2019-10-28 13:56:00,2
2019-10-28 14:07:00,1
2019-10-28 14:12:00,1
2019-10-28 14:37:00,1
2019-10-28 14:39:00,2
2019-10-28 14:40:00,1
2019-10-28 15:22:00,1
2019-10-28 15:30:00,1
2019-10-28 15:35:00,1
2019-10-28 15:36:00,1
2019-10-28 15:37:00,1
2019-10-28 15:43:00,1
2019-10-28 15:45:00,1
2019-10-28 15:56:00,1
2019-10-28 15:58:00,1
2019-10-28 17:26:00,1
2019-10-28 17:53:00,1
2019-10-28 18:37:00,1
2019-10-28 18:46:00,1
2019-10-28 18:56:00,1
2019-10-28 19:04:00,2
2019-10-28 19:05:00,1
2019-10-28 19:13:00,1
2019-10-28 19:15:00,1
2019-10-28 19:31:00,1
2019-10-28 19:32:00,1
2019-10-28 19:35:00,1
2019-10-28 19:51:00,1
2019-10-28 19:58:00,1
2019-10-28 20:18:00,1
2019-10-28 20:22:00,1
2019-10-28 20:33:00,1
2019-10-28 20:36:00,1
2019-10-28 20:40:00,1
2019-10-28 23:15:00,1
2019-10-28 23:16:00,1
2019-10-28 23:25:00,1
