2064,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-10-13 12:36:00,112
2019-10-13 12:37:00,5
2019-10-13 12:38:00,4
2019-10-13 12:39:00,67
2019-10-13 12:45:00,83
2019-10-13 12:46:00,27
2019-10-13 13:04:00,47
2019-10-13 13:16:00,78
2019-10-13 13:31:00,308
2019-10-13 13:32:00,36
2019-10-13 13:33:00,89
2019-10-13 13:36:00,182
2019-10-13 13:42:00,201
2019-10-13 13:46:00,26
2019-10-13 13:49:00,136
2019-10-13 14:09:00,65
2019-10-13 14:16:00,156
2019-10-13 14:19:00,111
2019-10-13 14:22:00,12
2019-10-13 14:23:00,18
2019-10-13 14:24:00,71
2019-10-13 14:29:00,112
2019-10-13 14:30:00,39
2019-10-13 15:04:00,32
2019-10-13 15:05:00,3
2019-10-13 15:06:00,44
