110,select * from galSpecInfo where specObjId=#
2019-12-28 00:21:00,22
2019-12-28 00:22:00,22
2019-12-28 04:20:00,2
2019-12-28 04:21:00,1
2019-12-28 04:23:00,1
2019-12-28 04:24:00,1
2019-12-28 04:26:00,1
2019-12-28 04:28:00,22
2019-12-28 04:29:00,18
2019-12-28 06:31:00,1
2019-12-28 06:57:00,1
2019-12-28 08:22:00,2
2019-12-28 08:23:00,2
2019-12-28 09:20:00,1
2019-12-28 09:22:00,1
2019-12-28 12:10:00,1
2019-12-28 14:22:00,5
2019-12-28 15:41:00,1
2019-12-28 17:31:00,3
2019-12-28 17:32:00,2
