47,select distinct parent from DBViewCols where viewname=&&&
2019-12-28 00:00:00,1
2019-12-28 02:40:00,3
2019-12-28 05:42:00,2
2019-12-28 06:20:00,1
2019-12-28 06:41:00,1
2019-12-28 06:59:00,3
2019-12-28 07:02:00,1
2019-12-28 08:50:00,3
2019-12-28 09:41:00,2
2019-12-28 09:42:00,4
2019-12-28 09:43:00,1
2019-12-28 09:52:00,1
2019-12-28 09:53:00,1
2019-12-28 10:34:00,1
2019-12-28 10:37:00,4
2019-12-28 11:16:00,1
2019-12-28 11:35:00,1
2019-12-28 11:42:00,4
2019-12-28 16:00:00,1
2019-12-28 21:28:00,1
2019-12-28 23:09:00,4
2019-12-28 23:25:00,2
2019-12-28 23:29:00,4
