65,"SELECT s.specObjID as spec_id, dbo.fGetUrlFitsSpectrum(s.specObjId) as spec_url FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.ra BETWEEN # AND # AND p.dec BETWEEN # AND # AND p.type=# AND s.snMedian>#"
2019-12-28 06:02:00,1
2019-12-28 06:09:00,1
2019-12-28 06:17:00,2
2019-12-28 06:18:00,3
2019-12-28 06:19:00,4
2019-12-28 06:20:00,3
2019-12-28 06:21:00,3
2019-12-28 06:22:00,3
2019-12-28 06:23:00,3
2019-12-28 06:24:00,3
2019-12-28 06:25:00,3
2019-12-28 06:26:00,3
2019-12-28 06:27:00,4
2019-12-28 06:28:00,3
2019-12-28 06:29:00,3
2019-12-28 06:30:00,3
2019-12-28 06:31:00,3
2019-12-28 06:32:00,3
2019-12-28 06:33:00,3
2019-12-28 06:34:00,4
2019-12-28 06:35:00,3
2019-12-28 06:36:00,1
2019-12-28 06:56:00,1
2019-12-28 07:10:00,1
2019-12-28 07:15:00,1
