192,select * from galSpecIndx where specObjId=#
2019-12-28 00:20:00,36
2019-12-28 00:21:00,18
2019-12-28 00:38:00,1
2019-12-28 02:14:00,1
2019-12-28 03:49:00,1
2019-12-28 03:51:00,2
2019-12-28 03:52:00,2
2019-12-28 03:53:00,2
2019-12-28 03:56:00,1
2019-12-28 03:57:00,1
2019-12-28 03:58:00,1
2019-12-28 03:59:00,3
2019-12-28 04:00:00,2
2019-12-28 04:02:00,4
2019-12-28 04:03:00,3
2019-12-28 04:04:00,3
2019-12-28 04:05:00,4
2019-12-28 04:06:00,3
2019-12-28 04:07:00,1
2019-12-28 04:08:00,4
2019-12-28 04:10:00,4
2019-12-28 04:12:00,1
2019-12-28 04:13:00,3
2019-12-28 04:15:00,1
2019-12-28 04:17:00,5
2019-12-28 04:18:00,4
2019-12-28 04:20:00,3
2019-12-28 06:03:00,23
2019-12-28 06:04:00,20
2019-12-28 06:05:00,14
2019-12-28 08:22:00,4
2019-12-28 08:27:00,1
2019-12-28 09:07:00,1
2019-12-28 09:20:00,1
2019-12-28 09:22:00,1
2019-12-28 10:04:00,1
2019-12-28 11:56:00,1
2019-12-28 14:21:00,7
2019-12-28 14:22:00,1
2019-12-28 15:56:00,1
2019-12-28 17:26:00,1
2019-12-28 18:35:00,1
