266,select * from Photoz where objid=#
2019-12-28 00:09:00,9
2019-12-28 00:21:00,1
2019-12-28 00:26:00,1
2019-12-28 00:42:00,1
2019-12-28 00:52:00,3
2019-12-28 01:27:00,1
2019-12-28 01:33:00,12
2019-12-28 01:41:00,1
2019-12-28 01:43:00,1
2019-12-28 02:02:00,1
2019-12-28 02:14:00,1
2019-12-28 02:17:00,8
2019-12-28 02:21:00,1
2019-12-28 03:01:00,1
2019-12-28 03:03:00,1
2019-12-28 03:43:00,8
2019-12-28 03:48:00,1
2019-12-28 04:15:00,3
2019-12-28 04:28:00,1
2019-12-28 04:29:00,1
2019-12-28 04:56:00,4
2019-12-28 05:18:00,1
2019-12-28 05:40:00,8
2019-12-28 05:57:00,1
2019-12-28 06:09:00,2
2019-12-28 06:25:00,3
2019-12-28 06:48:00,1
2019-12-28 07:00:00,1
2019-12-28 07:03:00,9
2019-12-28 07:38:00,6
2019-12-28 07:45:00,1
2019-12-28 07:52:00,1
2019-12-28 07:53:00,1
2019-12-28 08:11:00,2
2019-12-28 08:13:00,1
2019-12-28 08:22:00,13
2019-12-28 08:45:00,1
2019-12-28 08:56:00,1
2019-12-28 08:58:00,2
2019-12-28 08:59:00,1
2019-12-28 09:15:00,6
2019-12-28 09:16:00,1
2019-12-28 09:20:00,1
2019-12-28 09:21:00,1
2019-12-28 09:39:00,2
2019-12-28 09:43:00,1
2019-12-28 09:58:00,10
2019-12-28 10:17:00,1
2019-12-28 10:26:00,1
2019-12-28 10:30:00,1
2019-12-28 10:38:00,6
2019-12-28 10:40:00,1
2019-12-28 10:49:00,1
2019-12-28 11:03:00,1
2019-12-28 11:21:00,13
2019-12-28 11:29:00,1
2019-12-28 11:42:00,1
2019-12-28 11:59:00,1
2019-12-28 12:00:00,5
2019-12-28 12:41:00,1
2019-12-28 12:44:00,5
2019-12-28 12:50:00,1
2019-12-28 13:10:00,1
2019-12-28 13:14:00,1
2019-12-28 13:21:00,1
2019-12-28 13:25:00,8
2019-12-28 13:39:00,1
2019-12-28 14:08:00,6
2019-12-28 14:11:00,1
2019-12-28 14:43:00,1
2019-12-28 14:46:00,1
2019-12-28 14:49:00,1
2019-12-28 14:55:00,5
2019-12-28 14:56:00,1
2019-12-28 15:27:00,1
2019-12-28 15:57:00,1
2019-12-28 16:01:00,1
2019-12-28 16:05:00,1
2019-12-28 16:14:00,1
2019-12-28 16:36:00,1
2019-12-28 16:49:00,1
2019-12-28 16:59:00,1
2019-12-28 17:02:00,1
2019-12-28 17:10:00,1
2019-12-28 17:16:00,1
2019-12-28 17:31:00,1
2019-12-28 17:32:00,1
2019-12-28 17:34:00,1
2019-12-28 17:39:00,1
2019-12-28 17:53:00,1
2019-12-28 18:02:00,2
2019-12-28 18:19:00,1
2019-12-28 18:44:00,1
2019-12-28 18:58:00,1
2019-12-28 19:12:00,1
2019-12-28 19:27:00,1
2019-12-28 19:32:00,1
2019-12-28 19:37:00,2
2019-12-28 19:54:00,8
2019-12-28 20:18:00,1
2019-12-28 21:19:00,1
2019-12-28 21:24:00,1
2019-12-28 21:44:00,1
2019-12-28 22:06:00,8
2019-12-28 22:07:00,1
2019-12-28 22:49:00,5
2019-12-28 23:15:00,1
2019-12-28 23:31:00,6
