225,select * from fDocFunctionParams(&&&)
2019-12-28 01:16:00,2
2019-12-28 01:26:00,3
2019-12-28 01:45:00,1
2019-12-28 02:08:00,3
2019-12-28 02:13:00,1
2019-12-28 02:51:00,1
2019-12-28 06:05:00,1
2019-12-28 07:19:00,29
2019-12-28 07:51:00,3
2019-12-28 08:14:00,2
2019-12-28 08:28:00,2
2019-12-28 08:31:00,2
2019-12-28 08:50:00,3
2019-12-28 09:35:00,1
2019-12-28 09:43:00,6
2019-12-28 09:52:00,2
2019-12-28 10:08:00,3
2019-12-28 10:25:00,2
2019-12-28 11:11:00,1
2019-12-28 13:01:00,11
2019-12-28 13:02:00,21
2019-12-28 13:04:00,23
2019-12-28 13:05:00,6
2019-12-28 13:48:00,1
2019-12-28 16:45:00,2
2019-12-28 18:40:00,2
2019-12-28 18:50:00,5
2019-12-28 18:51:00,25
2019-12-28 19:05:00,1
2019-12-28 21:14:00,2
2019-12-28 21:27:00,2
2019-12-28 21:28:00,1
2019-12-28 23:23:00,2
2019-12-28 23:27:00,4
2019-12-28 23:28:00,7
2019-12-28 23:54:00,3
2019-12-28 23:59:00,39
