2,"SELECT MJD,plate,fiberid
 FROM SpecObjAll
 WHERE 
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec
 ((ra-#)># and (ra #)<# and (dec
 ((ra-#)># and (ra #)<# and (dec
 ((ra-#)># and (ra #)<# and (dec
 ((ra-#)># and (ra #)<# and (dec
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec-#)># and (dec-#)<#) or
 ((ra-#)># and (ra #)<# and (dec"
2019-12-28 08:19:00,1
2019-12-28 08:21:00,1
