30,select * from SpecLine where specObjId=#
2019-12-28 00:18:00,1
2019-12-28 01:30:00,1
2019-12-28 01:38:00,1
2019-12-28 04:36:00,1
2019-12-28 04:58:00,1
2019-12-28 06:35:00,1
2019-12-28 07:39:00,1
2019-12-28 07:41:00,1
2019-12-28 08:17:00,1
2019-12-28 09:03:00,2
2019-12-28 09:51:00,1
2019-12-28 10:35:00,1
2019-12-28 13:35:00,1
2019-12-28 14:35:00,1
2019-12-28 15:27:00,1
2019-12-28 15:39:00,1
2019-12-28 16:27:00,1
2019-12-28 16:53:00,1
2019-12-28 18:20:00,1
2019-12-28 18:23:00,1
2019-12-28 18:34:00,1
2019-12-28 18:38:00,1
2019-12-28 18:45:00,1
2019-12-28 18:48:00,1
2019-12-28 18:51:00,1
2019-12-28 18:53:00,1
2019-12-28 19:11:00,1
2019-12-28 19:24:00,1
2019-12-28 23:15:00,1
