259,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-12-28 00:15:00,2
2019-12-28 04:05:00,9
2019-12-28 05:20:00,1
2019-12-28 07:40:00,31
2019-12-28 07:41:00,33
2019-12-28 07:42:00,34
2019-12-28 07:43:00,29
2019-12-28 09:35:00,1
2019-12-28 11:20:00,6
2019-12-28 13:05:00,32
2019-12-28 13:06:00,11
2019-12-28 14:20:00,1
2019-12-28 16:05:00,11
2019-12-28 17:20:00,30
2019-12-28 17:21:00,24
2019-12-28 19:05:00,1
2019-12-28 19:20:00,1
2019-12-28 19:23:00,1
2019-12-28 20:35:00,1
