86,select * from galSpecInfo where specObjId=#
2019-12-06 04:48:00,1
2019-12-06 05:36:00,1
2019-12-06 05:46:00,1
2019-12-06 08:11:00,1
2019-12-06 09:10:00,1
2019-12-06 09:16:00,1
2019-12-06 09:37:00,2
2019-12-06 10:16:00,2
2019-12-06 10:18:00,1
2019-12-06 11:11:00,1
2019-12-06 11:17:00,1
2019-12-06 11:25:00,1
2019-12-06 11:32:00,1
2019-12-06 11:44:00,2
2019-12-06 11:53:00,1
2019-12-06 11:54:00,1
2019-12-06 12:00:00,1
2019-12-06 12:05:00,1
2019-12-06 12:08:00,1
2019-12-06 12:12:00,1
2019-12-06 12:14:00,1
2019-12-06 12:34:00,1
2019-12-06 13:21:00,1
2019-12-06 13:22:00,1
2019-12-06 13:26:00,1
2019-12-06 13:29:00,1
2019-12-06 13:31:00,1
2019-12-06 13:36:00,1
2019-12-06 13:46:00,2
2019-12-06 13:59:00,1
2019-12-06 14:03:00,1
2019-12-06 14:22:00,2
2019-12-06 14:23:00,1
2019-12-06 14:33:00,1
2019-12-06 14:34:00,1
2019-12-06 14:36:00,1
2019-12-06 14:45:00,2
2019-12-06 14:51:00,1
2019-12-06 15:07:00,1
2019-12-06 15:11:00,1
2019-12-06 15:47:00,1
2019-12-06 16:07:00,1
2019-12-06 16:31:00,1
2019-12-06 16:34:00,1
2019-12-06 19:44:00,1
2019-12-06 19:48:00,1
2019-12-06 19:57:00,1
2019-12-06 20:04:00,1
2019-12-06 20:05:00,1
2019-12-06 20:08:00,1
2019-12-06 20:09:00,1
2019-12-06 20:44:00,1
2019-12-06 20:58:00,1
2019-12-06 21:04:00,1
2019-12-06 21:05:00,1
2019-12-06 21:15:00,1
2019-12-06 21:30:00,1
2019-12-06 21:31:00,1
2019-12-06 21:34:00,3
2019-12-06 21:37:00,1
2019-12-06 21:49:00,1
2019-12-06 21:53:00,1
2019-12-06 21:57:00,1
2019-12-06 22:05:00,1
2019-12-06 22:16:00,2
2019-12-06 22:18:00,1
2019-12-06 22:23:00,1
2019-12-06 22:28:00,1
2019-12-06 22:29:00,1
2019-12-06 22:33:00,1
2019-12-06 22:40:00,1
2019-12-06 22:48:00,1
2019-12-06 22:49:00,1
2019-12-06 22:53:00,1
2019-12-06 23:10:00,1
2019-12-06 23:39:00,1
2019-12-06 23:42:00,1
