98,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-12-06 01:34:00,1
2019-12-06 01:35:00,2
2019-12-06 01:36:00,1
2019-12-06 01:39:00,1
2019-12-06 02:08:00,1
2019-12-06 02:09:00,1
2019-12-06 02:10:00,2
2019-12-06 03:40:00,1
2019-12-06 06:01:00,1
2019-12-06 06:02:00,2
2019-12-06 06:36:00,1
2019-12-06 06:37:00,2
2019-12-06 06:38:00,2
2019-12-06 06:39:00,1
2019-12-06 06:40:00,3
2019-12-06 06:42:00,1
2019-12-06 07:03:00,1
2019-12-06 10:36:00,1
2019-12-06 11:49:00,1
2019-12-06 12:39:00,1
2019-12-06 12:43:00,1
2019-12-06 12:50:00,2
2019-12-06 13:12:00,1
2019-12-06 13:18:00,2
2019-12-06 13:19:00,1
2019-12-06 13:22:00,3
2019-12-06 13:24:00,1
2019-12-06 14:52:00,2
2019-12-06 14:55:00,1
2019-12-06 14:57:00,1
2019-12-06 14:59:00,1
2019-12-06 15:00:00,1
2019-12-06 15:01:00,1
2019-12-06 15:07:00,1
2019-12-06 15:08:00,1
2019-12-06 15:10:00,1
2019-12-06 15:22:00,1
2019-12-06 15:25:00,3
2019-12-06 15:28:00,1
2019-12-06 15:34:00,1
2019-12-06 15:46:00,3
2019-12-06 15:48:00,2
2019-12-06 15:59:00,1
2019-12-06 16:00:00,4
2019-12-06 16:01:00,2
2019-12-06 16:23:00,6
2019-12-06 16:24:00,1
2019-12-06 17:58:00,1
2019-12-06 18:35:00,1
2019-12-06 19:07:00,6
2019-12-06 19:16:00,2
2019-12-06 19:21:00,1
2019-12-06 19:22:00,1
2019-12-06 19:24:00,1
2019-12-06 19:29:00,1
2019-12-06 20:00:00,1
2019-12-06 20:12:00,1
2019-12-06 20:13:00,1
2019-12-06 20:16:00,1
2019-12-06 20:17:00,1
2019-12-06 20:28:00,2
2019-12-06 21:21:00,1
2019-12-06 21:22:00,1
2019-12-06 22:34:00,2
