389,select * from SpecLine where specObjId=#
2019-12-06 01:44:00,1
2019-12-06 01:45:00,1
2019-12-06 01:46:00,2
2019-12-06 01:57:00,1
2019-12-06 02:11:00,1
2019-12-06 02:12:00,1
2019-12-06 02:42:00,1
2019-12-06 04:39:00,1
2019-12-06 06:35:00,1
2019-12-06 07:15:00,1
2019-12-06 07:28:00,1
2019-12-06 07:48:00,1
2019-12-06 07:52:00,1
2019-12-06 07:54:00,1
2019-12-06 08:25:00,1
2019-12-06 08:35:00,3
2019-12-06 08:36:00,5
2019-12-06 08:38:00,1
2019-12-06 08:47:00,3
2019-12-06 08:54:00,1
2019-12-06 08:56:00,2
2019-12-06 08:59:00,1
2019-12-06 09:01:00,1
2019-12-06 09:02:00,2
2019-12-06 09:04:00,1
2019-12-06 09:08:00,1
2019-12-06 09:10:00,5
2019-12-06 09:11:00,3
2019-12-06 09:12:00,2
2019-12-06 09:13:00,2
2019-12-06 09:14:00,1
2019-12-06 09:16:00,1
2019-12-06 09:24:00,1
2019-12-06 09:25:00,1
2019-12-06 09:31:00,1
2019-12-06 09:49:00,1
2019-12-06 09:55:00,1
2019-12-06 09:57:00,2
2019-12-06 09:58:00,1
2019-12-06 10:02:00,1
2019-12-06 10:03:00,1
2019-12-06 10:04:00,1
2019-12-06 10:06:00,2
2019-12-06 10:07:00,1
2019-12-06 10:09:00,2
2019-12-06 10:10:00,1
2019-12-06 10:11:00,1
2019-12-06 10:17:00,1
2019-12-06 10:20:00,2
2019-12-06 10:21:00,2
2019-12-06 10:22:00,2
2019-12-06 10:24:00,1
2019-12-06 10:28:00,1
2019-12-06 10:44:00,1
2019-12-06 10:45:00,1
2019-12-06 10:50:00,2
2019-12-06 10:51:00,2
2019-12-06 10:52:00,1
2019-12-06 10:54:00,3
2019-12-06 10:55:00,1
2019-12-06 10:56:00,1
2019-12-06 10:57:00,2
2019-12-06 11:01:00,1
2019-12-06 11:02:00,1
2019-12-06 11:09:00,1
2019-12-06 11:10:00,2
2019-12-06 11:15:00,1
2019-12-06 11:17:00,2
2019-12-06 11:18:00,1
2019-12-06 11:20:00,1
2019-12-06 11:23:00,3
2019-12-06 11:24:00,1
2019-12-06 11:25:00,1
2019-12-06 11:27:00,1
2019-12-06 11:40:00,3
2019-12-06 12:19:00,1
2019-12-06 12:21:00,1
2019-12-06 12:30:00,1
2019-12-06 13:01:00,1
2019-12-06 13:02:00,1
2019-12-06 13:06:00,1
2019-12-06 13:13:00,1
2019-12-06 13:14:00,3
2019-12-06 13:15:00,1
2019-12-06 13:23:00,4
2019-12-06 13:24:00,1
2019-12-06 13:25:00,2
2019-12-06 13:29:00,1
2019-12-06 13:31:00,1
2019-12-06 13:56:00,2
2019-12-06 14:04:00,3
2019-12-06 14:07:00,1
2019-12-06 14:12:00,1
2019-12-06 14:13:00,1
2019-12-06 14:14:00,2
2019-12-06 14:15:00,1
2019-12-06 14:16:00,2
2019-12-06 14:17:00,2
2019-12-06 14:19:00,2
2019-12-06 14:21:00,2
2019-12-06 14:22:00,4
2019-12-06 14:23:00,3
2019-12-06 14:26:00,1
2019-12-06 14:33:00,2
2019-12-06 14:34:00,4
2019-12-06 14:35:00,3
2019-12-06 14:36:00,1
2019-12-06 14:45:00,2
2019-12-06 14:51:00,1
2019-12-06 15:05:00,1
2019-12-06 15:16:00,1
2019-12-06 15:19:00,2
2019-12-06 15:21:00,1
2019-12-06 15:34:00,3
2019-12-06 15:35:00,1
2019-12-06 15:41:00,1
2019-12-06 15:45:00,4
2019-12-06 15:46:00,1
2019-12-06 15:48:00,1
2019-12-06 16:00:00,1
2019-12-06 16:01:00,1
2019-12-06 16:04:00,1
2019-12-06 16:05:00,2
2019-12-06 16:14:00,1
2019-12-06 16:15:00,1
2019-12-06 16:33:00,1
2019-12-06 16:37:00,1
2019-12-06 16:54:00,1
2019-12-06 16:55:00,1
2019-12-06 17:10:00,1
2019-12-06 17:20:00,1
2019-12-06 17:22:00,1
2019-12-06 18:13:00,1
2019-12-06 18:59:00,1
2019-12-06 19:10:00,1
2019-12-06 19:12:00,1
2019-12-06 19:18:00,2
2019-12-06 19:23:00,1
2019-12-06 19:24:00,1
2019-12-06 19:27:00,1
2019-12-06 19:30:00,1
2019-12-06 19:31:00,3
2019-12-06 19:34:00,1
2019-12-06 19:36:00,1
2019-12-06 19:40:00,2
2019-12-06 19:47:00,1
2019-12-06 19:51:00,1
2019-12-06 19:53:00,2
2019-12-06 19:55:00,1
2019-12-06 19:56:00,1
